Link ID;Source;Destination;Bandwidth;EdgeDelay;EdgeCost;failure probability
69;917;466;100;1.53;1.5;43.0
70;971;684;100;2.81;1.5;39.0
71;954;613;100;1.44;1.5;63.0
72;866;262;100;2.27;1.5;72.0
73;927;507;100;2.04;1.5;76.0
74;839;156;100;1.51;1.5;62.0
75;822;85;100;1.05;1.5;32.0
76;964;654;100;1.56;1.5;70.0
77;876;303;100;1.61;1.5;56.00000000000001
78;869;273;100;2.08;1.5;34.0
79;972;685;100;2.48;1.5;65.0
80;923;491;100;2.66;1.5;49.0
81;849;196;100;2.54;1.5;65.0
82;832;125;100;2.01;1.5;35.0
83;974;694;100;1.57;1.5;16.0
84;886;343;100;2.69;1.5;59.0
85;985;740;100;2.93;1.5;46.0
86;842;166;100;1.98;1.5;31.0
87;968;669;100;1.42;1.5;50.0
88;896;384;100;1.63;1.5;19.0
89;879;313;100;2.1;1.5;43.0
90;933;531;100;1.96;1.5;41.0
91;845;180;100;2.69;1.5;24.0
92;828;109;100;0.93;1.5;65.0
93;889;354;100;1.7;1.5;75.0
94;801;3;100;2.17;1.5;63.0
95;838;150;100;0.84;1.5;14.000000000000002
96;941;562;100;2.38;1.5;15.0
97;892;368;100;1.93;1.5;48.0
98;995;780;100;0.81;1.5;51.0
99;978;709;100;1.88;1.5;54.0
100;848;191;100;1.95;1.5;69.0
101;951;603;100;2.39;1.5;67.0
102;988;750;100;2.21;1.5;51.0
103;900;399;100;2.78;1.5;76.0
104;856;222;100;1.16;1.5;71.0
105;811;43;100;0.82;1.5;34.0
106;937;546;100;2.3;1.5;47.0
107;910;440;100;2.81;1.5;24.0
108;893;369;100;2.33;1.5;63.0
109;998;791;100;1.54;1.5;71.0
110;947;587;100;1.27;1.5;34.0
111;804;13;100;1.61;1.5;22.0
112;940;557;100;0.98;1.5;57.99999999999999
113;852;206;100;2.3;1.5;54.0
114;807;27;100;1.8;1.5;19.0
115;994;775;100;2.3;1.5;46.0
116;817;68;100;1.22;1.5;23.0
117;920;480;100;1.44;1.5;63.0
118;903;409;100;1.1;1.5;63.0
119;957;627;100;1.58;1.5;78.0
120;913;450;100;0.8;1.5;54.0
121;825;99;100;1.01;1.5;65.0
122;967;668;100;1.0;1.5;80.0
123;950;597;100;1.48;1.5;47.0
124;862;246;100;1.74;1.5;52.0
125;835;140;100;2.5;1.5;21.0
126;818;69;100;2.07;1.5;43.0
127;961;643;100;1.35;1.5;18.0
128;916;464;100;2.71;1.5;28.000000000000004
129;899;393;100;1.91;1.5;38.0
130;872;287;100;2.28;1.5;28.999999999999996
131;909;434;100;2.07;1.5;34.0
132;821;83;100;1.43;1.5;41.0
133;865;257;100;1.89;1.5;61.0
134;963;652;100;1.81;1.5;25.0
135;831;124;100;1.25;1.5;49.0
136;814;53;100;1.48;1.5;80.0
137;934;536;100;2.75;1.5;46.0
138;971;683;100;0.78;1.5;28.000000000000004
139;927;506;100;2.02;1.5;36.0
140;882;327;100;0.94;1.5;17.0
141;981;724;100;2.55;1.5;24.0
142;964;653;100;2.21;1.5;10.0
143;875;297;100;1.01;1.5;72.0
144;930;520;100;2.71;1.5;76.0
145;841;164;100;1.05;1.5;56.00000000000001
146;824;93;100;0.96;1.5;50.0
147;923;490;100;1.41;1.5;40.0
148;878;311;100;1.63;1.5;40.0
149;834;134;100;2.85;1.5;64.0
150;991;764;100;2.29;1.5;64.0
151;974;693;100;0.88;1.5;50.0
152;886;342;100;1.19;1.5;46.0
153;842;165;100;0.96;1.5;30.0
154;984;734;100;1.45;1.5;37.0
155;896;383;100;2.2;1.5;61.0
156;933;530;100;2.5;1.5;17.0
157;906;424;100;0.82;1.5;49.0
158;889;353;100;1.67;1.5;33.0
159;801;2;100;1.67;1.5;23.0
160;987;748;100;2.24;1.5;40.0
161;943;571;100;1.24;1.5;27.0
162;855;220;100;1.0;1.5;19.0
163;838;149;100;0.86;1.5;60.0
164;980;718;100;0.83;1.5;21.0
165;892;367;100;1.3;1.5;65.0
166;848;190;100;2.68;1.5;61.0
167;803;11;100;2.6;1.5;70.0
168;902;408;100;2.83;1.5;77.0
169;885;337;100;1.84;1.5;45.0
170;988;749;100;2.71;1.5;14.000000000000002
171;811;42;100;2.07;1.5;75.0
172;998;790;100;2.97;1.5;41.0
173;953;611;100;2.33;1.5;73.0
174;947;586;100;1.15;1.5;10.0
175;858;230;100;1.31;1.5;52.0
176;912;448;100;2.17;1.5;31.0
177;895;377;100;1.25;1.5;16.0
178;807;26;100;2.55;1.5;44.0
179;868;271;100;1.13;1.5;27.0
180;994;774;100;2.92;1.5;65.0
181;949;595;100;2.89;1.5;25.0
182;817;67;100;1.73;1.5;15.0
183;920;479;100;2.23;1.5;34.0
184;854;214;100;1.42;1.5;67.0
185;957;626;100;1.9;1.5;44.0
186;827;108;100;2.28;1.5;41.0
187;810;37;100;1.68;1.5;17.0
188;913;449;100;1.98;1.5;16.0
189;864;255;100;1.39;1.5;15.0
190;967;667;100;1.69;1.5;17.0
191;835;139;100;0.77;1.5;75.0
192;916;463;100;1.67;1.5;35.0
193;960;637;100;1.03;1.5;13.0
194;977;708;100;2.92;1.5;44.0
195;872;286;100;2.3;1.5;23.0
196;926;504;100;1.56;1.5;53.0
197;909;433;100;1.43;1.5;52.0
198;837;148;100;1.74;1.5;72.0
199;820;77;100;2.52;1.5;32.0
200;963;651;100;2.35;1.5;22.0
201;919;474;100;0.93;1.5;24.0
202;831;123;100;1.19;1.5;80.0
203;973;692;100;2.3;1.5;34.0
204;956;621;100;1.7;1.5;53.0
205;970;677;100;2.86;1.5;42.0
206;882;326;100;2.76;1.5;40.0
207;981;723;100;1.19;1.5;44.0
208;804;16;100;0.89;1.5;68.0
209;929;514;100;1.31;1.5;27.0
210;841;163;100;1.17;1.5;80.0
211;983;732;100;1.37;1.5;20.0
212;966;661;100;2.63;1.5;72.0
213;878;310;100;2.62;1.5;34.0
214;851;204;100;1.0;1.5;27.0
215;834;133;100;0.9;1.5;56.00000000000001
216;888;351;100;1.64;1.5;19.0
217;991;763;100;2.25;1.5;59.0
218;844;174;100;2.93;1.5;44.0
219;898;392;100;0.96;1.5;60.0
220;881;321;100;2.95;1.5;62.0
221;984;733;100;2.17;1.5;38.0
222;847;188;100;1.73;1.5;43.0
223;950;600;100;2.93;1.5;37.0
224;933;529;100;1.53;1.5;74.0
225;906;423;100;2.28;1.5;63.0
226;861;244;100;1.57;1.5;56.00000000000001
227;987;747;100;1.13;1.5;15.0
228;840;158;100;2.9;1.5;32.0
229;943;570;100;2.9;1.5;78.0
230;997;788;100;1.45;1.5;73.0
231;980;717;100;2.02;1.5;53.0
232;865;260;100;2.8;1.5;27.0
233;848;189;100;1.14;1.5;35.0
234;803;10;100;1.04;1.5;37.0
235;990;758;100;2.94;1.5;74.0
236;902;407;100;2.93;1.5;31.0
237;857;228;100;1.84;1.5;15.0
238;813;51;100;2.36;1.5;40.0
239;998;789;100;1.22;1.5;40.0
240;850;198;100;1.31;1.5;62.0
241;953;610;100;0.85;1.5;55.00000000000001
242;875;300;100;0.84;1.5;28.999999999999996
243;858;229;100;1.66;1.5;57.99999999999999
244;1000;798;100;1.88;1.5;28.000000000000004
245;809;35;100;1.68;1.5;55.00000000000001
246;912;447;100;1.1;1.5;36.0
247;868;270;100;1.5;1.5;60.0
248;994;773;100;1.34;1.5;40.0
249;949;594;100;0.84;1.5;62.0
250;922;488;100;1.89;1.5;54.0
251;905;417;100;1.08;1.5;49.0
252;817;66;100;2.63;1.5;38.0
253;959;635;100;2.6;1.5;52.0
254;871;284;100;2.86;1.5;67.0
255;854;213;100;1.73;1.5;48.0
256;915;458;100;1.51;1.5;31.0
257;827;107;100;1.98;1.5;34.0
258;864;254;100;0.82;1.5;32.0
259;967;666;100;2.97;1.5;72.0
260;918;472;100;1.98;1.5;67.0
261;977;707;100;2.59;1.5;38.0
262;932;528;100;1.9;1.5;46.0
263;911;442;100;0.88;1.5;57.99999999999999
264;837;147;100;1.51;1.5;21.0
265;963;650;100;2.04;1.5;13.0
266;936;544;100;2.54;1.5;65.0
267;919;473;100;0.93;1.5;63.0
268;874;294;100;1.97;1.5;21.0
269;973;691;100;1.73;1.5;62.0
270;830;117;100;2.38;1.5;27.0
271;928;512;100;1.19;1.5;32.0
272;884;335;100;0.96;1.5;73.0
273;833;131;100;2.81;1.5;34.0
274;843;172;100;1.93;1.5;79.0
275;826;101;100;1.68;1.5;46.0
276;929;513;100;1.24;1.5;78.0
277;946;584;100;2.64;1.5;79.0
278;983;731;100;0.82;1.5;47.0
279;895;380;100;2.73;1.5;57.99999999999999
280;939;554;100;2.69;1.5;73.0
281;851;203;100;2.2;1.5;70.0
282;993;772;100;0.9;1.5;71.0
283;976;701;100;1.93;1.5;46.0
284;888;350;100;1.11;1.5;30.0
285;844;173;100;2.81;1.5;73.0
286;942;568;100;2.7;1.5;73.0
287;898;391;100;0.89;1.5;65.0
288;810;40;100;1.67;1.5;11.0
289;836;141;100;1.6;1.5;37.0
290;935;538;100;1.08;1.5;69.0
291;847;187;100;2.07;1.5;75.0
292;989;756;100;2.56;1.5;37.0
293;861;243;100;1.34;1.5;70.0
294;840;157;100;2.69;1.5;14.000000000000002
295;997;787;100;2.05;1.5;36.0
296;908;431;100;1.39;1.5;57.99999999999999
297;820;80;100;1.64;1.5;26.0
298;803;9;100;2.33;1.5;67.0
299;990;757;100;1.86;1.5;10.0
300;945;578;100;2.57;1.5;24.0
301;857;227;100;2.72;1.5;55.00000000000001
302;901;401;100;0.95;1.5;32.0
303;956;624;100;0.85;1.5;71.0
304;813;50;100;1.01;1.5;76.0
305;867;268;100;2.88;1.5;63.0
306;850;197;100;1.3;1.5;80.0
307;953;609;100;1.69;1.5;37.0
308;823;91;100;0.92;1.5;59.0
309;970;680;100;2.51;1.5;72.0
310;904;415;100;1.03;1.5;24.0
311;860;238;100;0.88;1.5;15.0
312;897;385;100;1.06;1.5;51.0
313;1000;797;100;2.12;1.5;77.0
314;809;34;100;2.39;1.5;75.0
315;868;269;100;1.66;1.5;35.0
316;966;664;100;1.09;1.5;57.99999999999999
317;949;593;100;2.97;1.5;53.0
318;819;75;100;2.89;1.5;41.0
319;922;487;100;1.11;1.5;45.0
320;959;634;100;1.25;1.5;76.0
321;915;457;100;2.21;1.5;35.0
322;870;278;100;2.39;1.5;37.0
323;969;675;100;1.81;1.5;16.0
324;881;324;100;1.71;1.5;24.0
325;864;253;100;1.27;1.5;79.0
326;918;471;100;2.27;1.5;62.0
327;829;115;100;1.87;1.5;33.0
328;932;527;100;1.31;1.5;52.0
329;911;441;100;2.19;1.5;66.0
330;925;497;100;1.54;1.5;75.0
331;837;146;100;2.94;1.5;39.0
332;979;715;100;0.77;1.5;42.0
333;891;364;100;1.5;1.5;73.0
334;874;293;100;1.33;1.5;48.0
335;928;511;100;2.44;1.5;51.0
336;884;334;100;2.04;1.5;30.0
337;938;552;100;0.89;1.5;77.0
338;921;481;100;2.39;1.5;23.0
339;833;130;100;1.76;1.5;49.0
340;894;375;100;0.81;1.5;56.99999999999999
341;806;24;100;2.52;1.5;26.0
342;975;699;100;2.17;1.5;64.0
343;931;522;100;0.94;1.5;61.0
344;843;171;100;1.86;1.5;71.0
345;983;730;100;1.67;1.5;24.0
346;939;553;100;2.93;1.5;53.0
347;890;359;100;1.02;1.5;50.0
348;993;771;100;2.81;1.5;67.0
349;802;8;100;2.94;1.5;30.0
350;816;64;100;1.89;1.5;54.0
351;942;567;100;2.36;1.5;65.0
352;986;741;100;2.54;1.5;15.0
353;898;390;100;1.82;1.5;56.99999999999999
354;853;211;100;1.01;1.5;79.0
355;952;608;100;2.63;1.5;80.0
356;935;537;100;1.14;1.5;68.0
357;863;252;100;2.47;1.5;17.0
358;846;181;100;1.14;1.5;21.0
359;989;755;100;0.88;1.5;25.0
360;812;48;100;0.81;1.5;21.0
361;982;725;100;1.33;1.5;38.0
362;996;781;100;2.36;1.5;72.0
363;805;18;100;1.33;1.5;34.0
364;908;430;100;1.03;1.5;50.0
365;859;236;100;0.75;1.5;12.0
366;962;648;100;2.08;1.5;52.0
367;945;577;100;0.99;1.5;45.0
368;830;120;100;2.94;1.5;34.0
369;999;795;100;0.77;1.5;24.0
370;955;618;100;2.85;1.5;35.0
371;867;267;100;2.02;1.5;60.0
372;823;90;100;1.67;1.5;51.0
373;992;765;100;1.0;1.5;75.0
374;904;414;100;2.96;1.5;30.0
375;965;659;100;1.4;1.5;24.0
376;877;308;100;1.8;1.5;31.0
377;860;237;100;1.64;1.5;45.0
378;815;58;100;2.62;1.5;17.0
379;914;455;100;2.36;1.5;22.0
380;826;104;100;1.94;1.5;44.0
381;809;33;100;0.87;1.5;45.0
382;819;74;100;1.14;1.5;40.0
383;873;292;100;2.55;1.5;78.0
384;976;704;100;2.96;1.5;67.0
385;887;348;100;1.29;1.5;78.0
386;870;277;100;1.74;1.5;15.0
387;969;674;100;1.44;1.5;74.0
388;924;495;100;2.24;1.5;40.0
389;836;144;100;2.44;1.5;32.0
390;880;318;100;1.37;1.5;61.0
391;917;465;100;1.73;1.5;63.0
392;829;114;100;1.16;1.5;61.0
393;883;332;100;2.5;1.5;56.00000000000001
394;866;261;100;1.75;1.5;51.0
395;839;155;100;2.67;1.5;52.0
396;876;302;100;2.76;1.5;71.0
397;979;714;100;1.46;1.5;19.0
398;928;510;100;2.34;1.5;44.0
399;901;404;100;0.97;1.5;21.0
400;884;333;100;2.81;1.5;66.0
401;938;551;100;2.54;1.5;75.0
402;894;374;100;1.82;1.5;64.0
403;849;195;100;1.44;1.5;64.0
404;975;698;100;1.61;1.5;35.0
405;948;592;100;1.25;1.5;44.0
406;931;521;100;1.11;1.5;25.0
407;843;170;100;2.42;1.5;49.0
408;985;739;100;1.64;1.5;79.0
409;897;388;100;1.95;1.5;59.0
410;808;32;100;2.33;1.5;56.99999999999999
411;890;358;100;0.88;1.5;51.0
412;845;179;100;1.81;1.5;53.0
413;944;576;100;1.93;1.5;24.0
414;816;63;100;2.89;1.5;21.0
415;958;632;100;2.83;1.5;57.99999999999999
416;941;561;100;1.99;1.5;64.0
417;853;210;100;2.28;1.5;38.0
418;995;779;100;0.84;1.5;32.0
419;907;428;100;1.18;1.5;38.0
420;951;602;100;2.99;1.5;42.0
421;863;251;100;2.06;1.5;41.0
422;989;754;100;2.19;1.5;76.0
423;900;398;100;2.5;1.5;62.0
424;812;47;100;1.12;1.5;45.0
425;856;221;100;1.45;1.5;44.0
426;954;616;100;1.42;1.5;28.999999999999996
427;937;545;100;1.26;1.5;11.0
428;910;439;100;1.04;1.5;57.99999999999999
429;822;88;100;2.12;1.5;24.0
430;805;17;100;0.82;1.5;80.0
431;859;235;100;1.16;1.5;65.0
432;962;647;100;1.34;1.5;50.0
433;999;794;100;1.95;1.5;74.0
434;869;276;100;1.35;1.5;27.0
435;852;205;100;0.86;1.5;33.0
436;955;617;100;2.86;1.5;76.0
437;972;688;100;1.91;1.5;18.0
438;965;658;100;1.93;1.5;32.0
439;877;307;100;3.0;1.5;31.0
440;832;128;100;1.25;1.5;36.0
441;815;57;100;2.0;1.5;73.0
442;914;454;100;1.6;1.5;80.0
443;968;672;100;2.08;1.5;65.0
444;825;98;100;1.97;1.5;46.0
445;879;316;100;2.71;1.5;60.0
446;862;245;100;2.17;1.5;26.0
447;961;642;100;2.27;1.5;56.99999999999999
448;873;291;100;2.12;1.5;24.0
449;828;112;100;1.56;1.5;11.0
450;887;347;100;2.15;1.5;54.0
451;821;82;100;1.19;1.5;67.0
452;924;494;100;2.33;1.5;37.0
453;880;317;100;1.81;1.5;72.0
454;978;712;100;1.52;1.5;51.0
455;934;535;100;1.4;1.5;15.0
456;846;184;100;2.09;1.5;64.0
457;829;113;100;1.68;1.5;72.0
458;971;682;100;2.8;1.5;47.0
459;883;331;100;1.73;1.5;70.0
460;927;505;100;1.1;1.5;56.99999999999999
461;839;154;100;1.22;1.5;21.0
462;893;372;100;2.65;1.5;20.0
463;876;301;100;2.89;1.5;44.0
464;996;784;100;1.53;1.5;24.0
465;930;519;100;0.87;1.5;51.0
466;940;560;100;1.26;1.5;47.0
467;923;489;100;1.86;1.5;27.0
468;894;373;100;2.29;1.5;42.0
469;992;768;100;2.63;1.5;21.0
470;849;194;100;1.01;1.5;59.0
471;975;697;100;1.95;1.5;65.0
472;948;591;100;2.83;1.5;53.0
473;903;412;100;1.43;1.5;51.0
474;886;341;100;0.76;1.5;50.0
475;985;738;100;2.88;1.5;59.0
476;896;382;100;2.47;1.5;21.0
477;808;31;100;1.82;1.5;12.0
478;890;357;100;2.83;1.5;28.999999999999996
479;845;178;100;1.47;1.5;71.0
480;818;72;100;1.18;1.5;39.0
481;801;1;100;2.58;1.5;23.0
482;944;575;100;2.25;1.5;28.999999999999996
483;899;396;100;2.54;1.5;56.99999999999999
484;855;219;100;1.27;1.5;21.0
485;958;631;100;2.93;1.5;23.0
486;892;366;100;1.6;1.5;68.0
487;995;778;100;1.59;1.5;41.0
488;951;601;100;2.21;1.5;60.0
489;863;250;100;1.53;1.5;52.0
490;814;56;100;0.89;1.5;70.0
491;917;468;100;1.72;1.5;60.0
492;900;397;100;1.42;1.5;27.0
493;954;615;100;1.94;1.5;23.0
494;811;41;100;0.78;1.5;67.0
495;910;438;100;2.3;1.5;57.99999999999999
496;964;656;100;0.85;1.5;34.0
497;947;585;100;1.55;1.5;57.99999999999999
498;859;234;100;2.37;1.5;13.0
499;869;275;100;1.36;1.5;33.0
500;824;96;100;1.55;1.5;67.0
501;807;25;100;1.24;1.5;18.0
502;965;657;100;2.02;1.5;65.0
503;920;478;100;2.15;1.5;56.00000000000001
504;832;127;100;2.15;1.5;19.0
505;974;696;100;1.19;1.5;55.00000000000001
506;957;625;100;1.09;1.5;66.0
507;842;168;100;1.9;1.5;20.0
508;825;97;100;2.6;1.5;49.0
509;879;315;100;1.95;1.5;42.0
510;835;138;100;1.13;1.5;21.0
511;961;641;100;2.52;1.5;11.0
512;916;462;100;2.03;1.5;60.0
513;828;111;100;2.67;1.5;39.0
514;872;285;100;1.44;1.5;48.0
515;889;356;100;2.64;1.5;38.0
516;926;503;100;1.22;1.5;10.0
517;838;152;100;0.91;1.5;72.0
518;821;81;100;1.01;1.5;57.99999999999999
519;978;711;100;1.79;1.5;49.0
520;831;122;100;2.64;1.5;55.00000000000001
521;934;534;100;1.07;1.5;79.0
522;885;340;100;2.62;1.5;26.0
523;988;752;100;0.87;1.5;20.0
524;971;681;100;2.72;1.5;37.0
525;882;325;100;2.14;1.5;30.0
526;937;548;100;1.15;1.5;59.0
527;981;722;100;2.65;1.5;41.0
528;893;371;100;2.72;1.5;69.0
529;804;15;100;0.76;1.5;55.00000000000001
530;930;518;100;2.72;1.5;46.0
531;841;162;100;2.27;1.5;62.0
532;940;559;100;1.62;1.5;52.0
533;852;208;100;2.86;1.5;34.0
534;878;309;100;1.91;1.5;27.0
535;849;193;100;2.41;1.5;10.0
536;991;762;100;2.6;1.5;52.0
537;903;411;100;1.23;1.5;69.0
538;913;452;100;2.35;1.5;13.0
539;896;381;100;1.75;1.5;26.0
540;950;599;100;1.0;1.5;65.0
541;862;248;100;2.83;1.5;75.0
542;845;177;100;2.01;1.5;40.0
543;906;422;100;1.94;1.5;17.0
544;818;71;100;0.88;1.5;45.0
545;987;746;100;2.35;1.5;13.0
546;899;395;100;1.89;1.5;32.0
547;943;569;100;3.0;1.5;48.0
548;960;640;100;2.58;1.5;79.0
549;855;218;100;2.77;1.5;24.0
550;909;436;100;1.86;1.5;72.0
551;892;365;100;2.89;1.5;15.0
552;995;777;100;1.46;1.5;62.0
553;865;259;100;2.31;1.5;75.0
554;902;406;100;2.7;1.5;18.0
555;814;55;100;1.03;1.5;30.0
556;927;508;100;2.58;1.5;75.0
557;910;437;100;1.28;1.5;76.0
558;964;655;100;2.88;1.5;56.00000000000001
559;875;299;100;0.96;1.5;27.0
560;912;446;100;0.77;1.5;44.0
561;824;95;100;2.19;1.5;63.0
562;923;492;100;2.29;1.5;76.0
563;834;136;100;1.29;1.5;28.000000000000004
564;817;65;100;2.32;1.5;31.0
565;920;477;100;2.25;1.5;14.000000000000002
566;871;283;100;1.34;1.5;70.0
567;974;695;100;2.6;1.5;52.0
568;827;106;100;1.06;1.5;38.0
569;984;736;100;0.98;1.5;12.0
570;967;665;100;1.46;1.5;35.0
571;879;314;100;2.75;1.5;22.0
572;835;137;100;0.82;1.5;45.0
573;933;532;100;1.61;1.5;48.0
574;916;461;100;1.81;1.5;69.0
575;977;706;100;1.26;1.5;22.0
576;889;355;100;2.64;1.5;74.0
577;926;502;100;2.56;1.5;40.0
578;838;151;100;2.93;1.5;72.0
579;980;720;100;1.22;1.5;33.0
580;963;649;100;1.17;1.5;56.99999999999999
581;936;543;100;2.92;1.5;40.0
582;848;192;100;1.39;1.5;13.0
583;831;121;100;1.37;1.5;61.0
584;973;690;100;1.73;1.5;79.0
585;885;339;100;1.54;1.5;10.0
586;811;44;100;2.52;1.5;60.0
587;981;721;100;2.18;1.5;33.0
588;998;792;100;2.12;1.5;37.0
589;804;14;100;2.01;1.5;64.0
590;946;583;100;2.16;1.5;63.0
591;858;232;100;2.68;1.5;36.0
592;841;161;100;1.19;1.5;34.0
593;940;558;100;1.9;1.5;38.0
594;895;379;100;2.4;1.5;24.0
595;807;28;100;2.39;1.5;41.0
596;851;202;100;0.8;1.5;51.0
597;994;776;100;2.72;1.5;27.0
598;905;420;100;2.55;1.5;63.0
599;888;349;100;0.85;1.5;10.0
600;991;761;100;0.88;1.5;13.0
601;854;216;100;1.38;1.5;57.99999999999999
602;957;628;100;2.87;1.5;28.999999999999996
603;810;39;100;1.07;1.5;18.0
604;913;451;100;2.23;1.5;56.00000000000001
605;847;186;100;2.63;1.5;33.0
606;950;598;100;0.81;1.5;52.0
607;906;421;100;2.16;1.5;34.0
608;861;242;100;1.72;1.5;47.0
609;987;745;100;2.03;1.5;41.0
610;960;639;100;2.9;1.5;57.99999999999999
611;872;288;100;1.22;1.5;28.000000000000004
612;997;786;100;2.07;1.5;43.0
613;909;435;100;1.91;1.5;38.0
614;865;258;100;2.17;1.5;39.0
615;820;79;100;1.76;1.5;80.0
616;919;476;100;1.18;1.5;75.0
617;902;405;100;1.95;1.5;27.0
618;857;226;100;1.13;1.5;35.0
619;956;623;100;1.88;1.5;22.0
620;813;49;100;0.99;1.5;24.0
621;970;679;100;1.0;1.5;16.0
622;882;328;100;0.83;1.5;56.99999999999999
623;875;298;100;1.05;1.5;25.0
624;929;516;100;2.51;1.5;12.0
625;912;445;100;2.77;1.5;59.0
626;824;94;100;2.24;1.5;47.0
627;966;663;100;1.81;1.5;42.0
628;878;312;100;1.88;1.5;61.0
629;922;486;100;1.14;1.5;74.0
630;834;135;100;1.33;1.5;35.0
631;959;633;100;1.73;1.5;80.0
632;871;282;100;1.92;1.5;46.0
633;844;176;100;2.09;1.5;49.0
634;827;105;100;2.89;1.5;67.0
635;881;323;100;1.94;1.5;67.0
636;984;735;100;0.82;1.5;78.0
637;918;470;100;2.88;1.5;61.0
638;977;705;100;1.59;1.5;55.00000000000001
639;932;526;100;1.65;1.5;40.0
640;840;160;100;1.0;1.5;55.00000000000001
641;943;572;100;1.88;1.5;57.99999999999999
642;926;501;100;1.68;1.5;38.0
643;980;719;100;2.13;1.5;51.0
644;837;145;100;2.18;1.5;46.0
645;936;542;100;0.82;1.5;65.0
646;891;363;100;1.84;1.5;32.0
647;803;12;100;2.32;1.5;45.0
648;973;689;100;2.08;1.5;39.0
649;990;760;100;1.89;1.5;60.0
650;885;338;100;1.37;1.5;30.0
651;850;200;100;2.48;1.5;33.0
652;833;129;100;1.45;1.5;19.0
653;953;612;100;1.15;1.5;28.999999999999996
654;806;23;100;0.78;1.5;36.0
655;946;582;100;1.75;1.5;17.0
656;858;231;100;1.2;1.5;63.0
657;1000;800;100;1.27;1.5;10.0
658;983;729;100;2.6;1.5;38.0
659;895;378;100;0.91;1.5;48.0
660;868;272;100;1.62;1.5;69.0
661;851;201;100;2.01;1.5;69.0
662;949;596;100;1.77;1.5;41.0
663;993;770;100;2.15;1.5;55.00000000000001
664;802;7;100;1.76;1.5;48.0
665;905;419;100;1.81;1.5;57.99999999999999
666;942;566;100;0.88;1.5;50.0
667;854;215;100;2.35;1.5;35.0
668;898;389;100;1.4;1.5;77.0
669;915;460;100;2.36;1.5;22.0
670;810;38;100;1.76;1.5;14.000000000000002
671;952;607;100;2.37;1.5;24.0
672;864;256;100;2.56;1.5;52.0
673;847;185;100;0.81;1.5;19.0
674;861;241;100;2.96;1.5;11.0
675;960;638;100;2.66;1.5;56.00000000000001
676;911;444;100;2.29;1.5;39.0
677;997;785;100;1.41;1.5;61.0
678;925;500;100;2.99;1.5;67.0
679;908;429;100;1.47;1.5;11.0
680;820;78;100;2.49;1.5;60.0
681;919;475;100;2.65;1.5;15.0
682;874;296;100;1.88;1.5;48.0
