DATASET=TINY,TYPE=WITHOUT_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
107,143,16.15308411214953,13.808411214953276,35.73622753835716%,6.88785046728972,[597.4666666666667, 784.1333333333333],3679.366666666667
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
APPROVED|,1|,R1P1|,26.80327868852459%|,15.02|,11.4|,['F2', 'F3']|,[45, 812, 850, 948, 804, 16]|
APPROVED|,34|,R34P1|,49.14754098360656%|,13.75|,14.000000000000002|,['F1', 'F4']|,[24, 806, 947, 956, 847, 801, 1]|
DENIED|,35|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F2', 'F3', 'F4']|,src=34|, dest=18|
APPROVED|,36|,R36P3|,52.40437158469945%|,16.65|,15.9|,['F3', 'F4', 'F1']|,[1, 801, 861, 996, 814, 818, 803, 9]|
APPROVED|,37|,R37P3|,50.10928961748634%|,16.58|,16.7|,['F5', 'F4']|,[30, 808, 804, 856, 915, 818, 803, 11]|
APPROVED|,38|,R38P2|,26.80327868852459%|,16.119999999999997|,12.0|,['F5', 'F4', 'F3', 'F1', 'F2']|,[35, 809, 811, 976, 803, 12]|
APPROVED|,39|,R39P2|,26.80327868852459%|,16.349999999999998|,11.399999999999999|,['F5', 'F1', 'F2', 'F4']|,[9, 803, 976, 811, 809, 33]|
APPROVED|,40|,R40P1|,25.934426229508194%|,14.709999999999999|,13.6|,['F4', 'F3', 'F1', 'F2']|,[39, 810, 914, 813, 861, 801, 2]|
APPROVED|,41|,R41P1|,53.27868852459016%|,7.339999999999999|,7.699999999999999|,['F1']|,[29, 808, 804, 15]|
APPROVED|,42|,R42P1|,36.33879781420764%|,21.29|,16.4|,['F2', 'F4', 'F5', 'F1']|,[4, 801, 847, 825, 823, 912, 807, 25]|
APPROVED|,43|,R43P1|,44.62295081967213%|,18.439999999999998|,14.4|,['F2', 'F3']|,[2, 801, 854, 942, 943, 812, 45]|
DENIED|,44|,NONE|,NONE|,0|,0|,['F3', 'F2', 'F1']|,src=6|, dest=22|
APPROVED|,45|,R45P1|,31.584699453551913%|,14.860000000000001|,16.4|,['F1', 'F2', 'F4', 'F3', 'F5']|,[19, 805, 819, 902, 862, 978, 801, 1]|
APPROVED|,46|,R46P1|,32.185792349726775%|,10.059999999999999|,10.100000000000001|,['F3', 'F1', 'F2']|,[41, 811, 976, 803, 11]|
APPROVED|,47|,R47P1|,12.786885245901638%|,16.18|,11.8|,['F2', 'F5']|,[18, 805, 887, 977, 807, 26]|
APPROVED|,48|,R48P1|,32.185792349726775%|,10.039999999999997|,10.0|,['F3', 'F2']|,[10, 803, 976, 811, 41]|
APPROVED|,49|,R49P4|,40.43715846994536%|,17.48|,16.1|,['F1', 'F2', 'F5']|,[36, 809, 811, 998, 921, 922, 804, 14]|
APPROVED|,50|,R50P1|,34.19672131147541%|,18.03|,13.500000000000002|,['F2']|,[34, 809, 858, 957, 912, 807, 25]|
APPROVED|,51|,R51P1|,25.934426229508194%|,12.780000000000001|,13.999999999999998|,['F1', 'F4', 'F5']|,[37, 810, 914, 813, 861, 801, 3]|
APPROVED|,52|,R52P1|,20.032786885245894%|,17.52|,14.7|,['F1', 'F4', 'F3', 'F2']|,[31, 808, 952, 842, 887, 805, 20]|
APPROVED|,53|,R53P2|,39.28961748633879%|,20.51|,15.299999999999997|,['F5', 'F2', 'F4']|,[45, 812, 850, 876, 855, 972, 810, 38]|
APPROVED|,54|,R54P1|,41.868852459016395%|,13.33|,13.8|,['F5', 'F3', 'F1']|,[7, 802, 867, 827, 819, 805, 19]|
APPROVED|,55|,R55P1|,30.85245901639344%|,18.49|,14.0|,['F2', 'F4', 'F1', 'F3']|,[2, 801, 854, 844, 897, 809, 33]|
APPROVED|,56|,R56P1|,28.770491803278688%|,13.86|,11.799999999999999|,['F3']|,[37, 810, 811, 976, 803, 9]|
DENIED|,57|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F3', 'F1']|,src=9|, dest=14|
DENIED|,58|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F4', 'F2']|,src=11|, dest=6|
APPROVED|,59|,R59P1|,22.78688524590164%|,11.129999999999999|,7.0|,['F1', 'F5', 'F2', 'F3']|,[33, 809, 811, 42]|
APPROVED|,60|,R60P1|,40.0983606557377%|,20.419999999999998|,13.4|,['F1', 'F2', 'F5', 'F4', 'F3']|,[45, 812, 954, 878, 933, 803, 9]|
APPROVED|,61|,R61P1|,21.366120218579233%|,11.749999999999998|,9.500000000000002|,['F4', 'F1']|,[36, 809, 811, 810, 37]|
APPROVED|,62|,R62P1|,25.934426229508194%|,11.520000000000001|,13.6|,['F1']|,[40, 810, 914, 813, 861, 801, 3]|
APPROVED|,63|,R63P1|,20.032786885245894%|,17.52|,14.7|,['F5', 'F3', 'F1', 'F4']|,[31, 808, 952, 842, 887, 805, 20]|
APPROVED|,64|,R64P4|,44.192037470726%|,21.540000000000003|,18.900000000000002|,['F5', 'F2']|,[5, 802, 867, 839, 923, 838, 948, 804, 15]|
DENIED|,65|,NONE|,NONE|,0|,0|,['F1', 'F2']|,src=11|, dest=23|
DENIED|,66|,NONE|,NONE|,0|,0|,['F2', 'F3']|,src=45|, dest=17|
APPROVED|,67|,R67P1|,25.934426229508194%|,12.350000000000001|,13.5|,['F5']|,[40, 810, 914, 813, 861, 801, 2]|
APPROVED|,68|,R68P2|,53.060109289617486%|,22.22|,16.5|,['F4', 'F2', 'F3', 'F1']|,[32, 808, 879, 916, 992, 821, 803, 12]|
APPROVED|,69|,R69P1|,49.14754098360656%|,18.76|,13.7|,['F1', 'F5', 'F3', 'F2', 'F4']|,[22, 806, 947, 956, 847, 801, 2]|
APPROVED|,70|,R70P1|,33.387978142076506%|,15.52|,16.299999999999997|,['F3']|,[29, 808, 841, 872, 929, 832, 810, 40]|
APPROVED|,71|,R71P1|,44.69945355191257%|,20.630000000000003|,16.299999999999997|,['F5']|,[28, 807, 944, 870, 905, 972, 810, 40]|
APPROVED|,72|,R72P1|,51.748633879781416%|,18.25|,17.2|,['F1', 'F2', 'F3', 'F5']|,[31, 808, 841, 974, 882, 969, 806, 23]|
DENIED|,73|,NONE|,NONE|,0|,0|,['F2', 'F5', 'F1']|,src=39|, dest=24|
APPROVED|,74|,R74P1|,32.95081967213115%|,8.34|,5.0|,['F3', 'F2', 'F1', 'F4']|,[13, 804, 16]|
DENIED|,75|,NONE|,NONE|,0|,0|,['F5', 'F1', 'F4', 'F2']|,src=36|, dest=12|
APPROVED|,76|,R76P3|,45.02732240437158%|,16.909999999999997|,16.400000000000002|,['F2']|,[31, 808, 841, 872, 956, 847, 801, 4]|
APPROVED|,77|,R77P1|,40.29508196721311%|,17.72|,14.600000000000001|,['F4', 'F3', 'F5', 'F1', 'F2']|,[16, 804, 948, 942, 854, 801, 1]|
DENIED|,78|,NONE|,NONE|,0|,0|,['F3', 'F2', 'F5', 'F1', 'F4']|,src=38|, dest=2|
APPROVED|,79|,R79P1|,44.19203747072599%|,22.58|,18.400000000000002|,['F5', 'F3', 'F1']|,[16, 804, 948, 838, 923, 839, 867, 802, 8]|
DENIED|,80|,NONE|,NONE|,0|,0|,['F2']|,src=31|, dest=42|
DENIED|,81|,NONE|,NONE|,0|,0|,['F2', 'F1']|,src=39|, dest=45|
APPROVED|,82|,R82P1|,44.99999999999999%|,14.06|,11.5|,['F4', 'F5']|,[26, 807, 834, 947, 806, 21]|
DENIED|,83|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F2']|,src=38|, dest=10|
DENIED|,84|,NONE|,NONE|,0|,0|,['F2', 'F1', 'F3', 'F4', 'F5']|,src=44|, dest=27|
APPROVED|,85|,R85P2|,24.37158469945355%|,20.040000000000006|,15.9|,['F5', 'F3', 'F2', 'F4']|,[21, 806, 927, 911, 987, 887, 805, 19]|
DENIED|,86|,NONE|,NONE|,0|,0|,['F2']|,src=43|, dest=3|
APPROVED|,87|,R87P1|,41.74863387978143%|,16.99|,16.5|,['F5']|,[37, 810, 811, 998, 921, 922, 804, 14]|
DENIED|,88|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F3', 'F4', 'F2']|,src=14|, dest=18|
APPROVED|,89|,R89P1|,6.393442622950819%|,13.04|,5.1|,['F5', 'F2', 'F4', 'F1', 'F3']|,[28, 807, 26]|
APPROVED|,90|,R90P1|,33.387978142076506%|,16.36|,17.099999999999998|,['F4']|,[31, 808, 841, 872, 929, 832, 810, 37]|
APPROVED|,91|,R91P1|,48.55737704918033%|,18.889999999999997|,13.7|,['F5', 'F1', 'F2']|,[30, 808, 879, 957, 858, 809, 33]|
APPROVED|,92|,R92P1|,29.28961748633879%|,19.470000000000002|,16.099999999999998|,['F2']|,[7, 802, 988, 893, 914, 810, 811, 43]|
APPROVED|,93|,R93P1|,25.540983606557372%|,17.25|,13.499999999999998|,['F4', 'F3']|,[21, 806, 927, 918, 897, 809, 36]|
DENIED|,94|,NONE|,NONE|,0|,0|,['F2', 'F4', 'F3', 'F5', 'F1']|,src=25|, dest=12|
DENIED|,95|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F2']|,src=39|, dest=36|
DENIED|,96|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F4', 'F2', 'F3']|,src=14|, dest=15|
DENIED|,97|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F1', 'F4']|,src=45|, dest=18|
APPROVED|,98|,R98P1|,12.786885245901638%|,16.709999999999997|,11.799999999999999|,['F5', 'F2', 'F3']|,[28, 807, 977, 887, 805, 20]|
APPROVED|,99|,R99P2|,47.868852459016395%|,23.419999999999998|,20.2|,['F2']|,[12, 803, 933, 878, 954, 894, 864, 860, 806, 23]|
APPROVED|,100|,R100P1|,34.19672131147541%|,21.28|,13.500000000000002|,['F1', 'F3', 'F4']|,[33, 809, 858, 957, 912, 807, 25]|
APPROVED|,101|,R101P1|,51.748633879781416%|,16.310000000000002|,17.3|,['F1', 'F5', 'F3', 'F2', 'F4']|,[31, 808, 841, 974, 882, 969, 806, 24]|
DENIED|,102|,NONE|,NONE|,0|,0|,['F5']|,src=43|, dest=36|
APPROVED|,103|,R103P4|,52.903981264637004%|,23.64|,18.0|,['F2', 'F4', 'F5', 'F3', 'F1']|,[5, 802, 867, 827, 916, 992, 821, 803, 12]|
DENIED|,104|,NONE|,NONE|,0|,0|,['F3']|,src=41|, dest=25|
DENIED|,105|,NONE|,NONE|,0|,0|,['F2']|,src=40|, dest=24|
APPROVED|,106|,R106P1|,21.912568306010925%|,15.359999999999998|,16.5|,['F1']|,[14, 804, 808, 952, 842, 887, 805, 17]|
DENIED|,107|,NONE|,NONE|,0|,0|,['F2', 'F4', 'F3', 'F1', 'F5']|,src=40|, dest=23|
DENIED|,108|,NONE|,NONE|,0|,0|,['F2']|,src=2|, dest=36|
APPROVED|,109|,R109P1|,36.33879781420764%|,21.29|,16.4|,['F2', 'F5', 'F4', 'F1']|,[4, 801, 847, 825, 823, 912, 807, 25]|
DENIED|,110|,NONE|,NONE|,0|,0|,['F1']|,src=24|, dest=11|
DENIED|,111|,NONE|,NONE|,0|,0|,['F4', 'F1', 'F2', 'F3', 'F5']|,src=37|, dest=5|
APPROVED|,112|,R112P1|,30.85245901639344%|,15.29|,14.200000000000001|,['F4', 'F2']|,[36, 809, 897, 844, 854, 801, 1]|
DENIED|,113|,NONE|,NONE|,0|,0|,['F4', 'F2', 'F5', 'F3']|,src=15|, dest=29|
DENIED|,114|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F1', 'F2']|,src=18|, dest=31|
DENIED|,115|,NONE|,NONE|,0|,0|,['F5']|,src=25|, dest=33|
DENIED|,116|,NONE|,NONE|,0|,0|,['F2', 'F5']|,src=34|, dest=2|
APPROVED|,117|,R117P1|,51.748633879781416%|,17.669999999999998|,16.700000000000003|,['F4', 'F5', 'F2']|,[22, 806, 969, 882, 974, 841, 808, 30]|
DENIED|,118|,NONE|,NONE|,0|,0|,['F2', 'F1']|,src=13|, dest=14|
APPROVED|,119|,R119P1|,45.01639344262294%|,15.19|,14.8|,['F2']|,[27, 807, 912, 957, 879, 808, 31]|
DENIED|,120|,NONE|,NONE|,0|,0|,['F5']|,src=24|, dest=39|
DENIED|,121|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F4', 'F5']|,src=37|, dest=16|
DENIED|,122|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F5', 'F1', 'F4']|,src=39|, dest=23|
DENIED|,123|,NONE|,NONE|,0|,0|,['F4', 'F3']|,src=44|, dest=37|
DENIED|,124|,NONE|,NONE|,0|,0|,['F4', 'F5', 'F3', 'F1', 'F2']|,src=4|, dest=2|
DENIED|,125|,NONE|,NONE|,0|,0|,['F5', 'F4']|,src=36|, dest=42|
DENIED|,126|,NONE|,NONE|,0|,0|,['F3', 'F2', 'F4', 'F1', 'F5']|,src=12|, dest=44|
APPROVED|,127|,R127P1|,25.540983606557372%|,18.820000000000004|,13.899999999999999|,['F5', 'F3', 'F1']|,[22, 806, 927, 918, 897, 809, 36]|
DENIED|,128|,NONE|,NONE|,0|,0|,['F4', 'F2', 'F5', 'F1']|,src=18|, dest=4|
DENIED|,129|,NONE|,NONE|,0|,0|,['F1', 'F2', 'F5']|,src=5|, dest=44|
DENIED|,130|,NONE|,NONE|,0|,0|,['F2', 'F1', 'F4']|,src=2|, dest=44|
APPROVED|,131|,R131P1|,3.4426229508196724%|,3.76|,5.2|,['F3']|,[20, 805, 17]|
APPROVED|,132|,R132P1|,51.748633879781416%|,19.56|,17.1|,['F1', 'F2', 'F4', 'F3', 'F5']|,[32, 808, 841, 974, 882, 969, 806, 23]|
APPROVED|,133|,R133P1|,30.85245901639344%|,14.91|,14.1|,['F2']|,[34, 809, 897, 844, 854, 801, 3]|
DENIED|,134|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F5', 'F1']|,src=21|, dest=3|
DENIED|,135|,NONE|,NONE|,0|,0|,['F3', 'F1', 'F2', 'F4', 'F5']|,src=2|, dest=1|
DENIED|,136|,NONE|,NONE|,0|,0|,['F5', 'F1', 'F4']|,src=22|, dest=38|
DENIED|,137|,NONE|,NONE|,0|,0|,['F2', 'F5']|,src=22|, dest=21|
DENIED|,138|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F4', 'F3']|,src=22|, dest=30|
DENIED|,139|,NONE|,NONE|,0|,0|,['F4']|,src=16|, dest=32|
DENIED|,140|,NONE|,NONE|,0|,0|,['F4', 'F1']|,src=39|, dest=27|
DENIED|,141|,NONE|,NONE|,0|,0|,['F3']|,src=8|, dest=43|
DENIED|,142|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F4']|,src=17|, dest=2|
APPROVED|,143|,R143P2|,26.80327868852459%|,12.969999999999999|,11.700000000000001|,['F5']|,[36, 809, 811, 976, 803, 10]|
DENIED|,144|,NONE|,NONE|,0|,0|,['F3', 'F1', 'F5', 'F4', 'F2']|,src=4|, dest=41|
APPROVED|,145|,R145P1|,49.14754098360656%|,15.389999999999999|,13.9|,['F1', 'F3']|,[1, 801, 847, 956, 947, 806, 23]|
DENIED|,146|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F2', 'F5']|,src=1|, dest=15|
DENIED|,147|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F2', 'F3']|,src=6|, dest=19|
DENIED|,148|,NONE|,NONE|,0|,0|,['F2']|,src=39|, dest=18|
APPROVED|,149|,R149P1|,26.721311475409838%|,10.219999999999999|,7.3999999999999995|,['F4', 'F1', 'F3', 'F5', 'F2']|,[44, 811, 810, 39]|
DENIED|,150|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F3', 'F1']|,src=18|, dest=3|
DENIED|,151|,NONE|,NONE|,0|,0|,['F5', 'F4']|,src=44|, dest=34|
DENIED|,152|,NONE|,NONE|,0|,0|,['F4']|,src=19|, dest=37|
DENIED|,153|,NONE|,NONE|,0|,0|,['F5', 'F1']|,src=15|, dest=32|
APPROVED|,154|,R154P1|,43.38797814207649%|,16.24|,16.5|,['F1']|,[13, 804, 922, 980, 999, 927, 806, 22]|
DENIED|,155|,NONE|,NONE|,0|,0|,['F1', 'F2']|,src=38|, dest=19|
DENIED|,156|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F3']|,src=20|, dest=15|
DENIED|,157|,NONE|,NONE|,0|,0|,['F4', 'F3']|,src=17|, dest=9|
DENIED|,158|,NONE|,NONE|,0|,0|,['F3']|,src=42|, dest=38|
DENIED|,159|,NONE|,NONE|,0|,0|,['F2']|,src=35|, dest=40|
DENIED|,160|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F3']|,src=29|, dest=44|
APPROVED|,161|,R161P1|,41.74863387978143%|,18.79|,16.200000000000003|,['F5', 'F1', 'F4', 'F2', 'F3']|,[38, 810, 811, 998, 921, 922, 804, 15]|
DENIED|,162|,NONE|,NONE|,0|,0|,['F3']|,src=40|, dest=13|
DENIED|,163|,NONE|,NONE|,0|,0|,['F5', 'F4']|,src=5|, dest=15|
DENIED|,164|,NONE|,NONE|,0|,0|,['F2', 'F4', 'F5']|,src=13|, dest=32|
DENIED|,165|,NONE|,NONE|,0|,0|,['F4', 'F1']|,src=24|, dest=36|
APPROVED|,166|,R166P1|,25.540983606557372%|,18.570000000000004|,13.899999999999999|,['F1', 'F3', 'F4']|,[22, 806, 927, 918, 897, 809, 34]|
APPROVED|,167|,R167P2|,30.459016393442624%|,15.89|,13.4|,['F5']|,[8, 802, 917, 828, 977, 807, 26]|
APPROVED|,168|,R168P1|,20.0327868852459%|,15.57|,14.4|,['F5', 'F1']|,[17, 805, 887, 842, 952, 808, 32]|
DENIED|,169|,NONE|,NONE|,0|,0|,['F1', 'F2', 'F3', 'F5', 'F4']|,src=43|, dest=40|
APPROVED|,170|,R170P1|,36.33879781420764%|,19.8|,16.4|,['F1']|,[4, 801, 847, 825, 823, 912, 807, 26]|
DENIED|,171|,NONE|,NONE|,0|,0|,['F4', 'F2', 'F3', 'F5', 'F1']|,src=16|, dest=45|
DENIED|,172|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F1', 'F4', 'F2']|,src=33|, dest=8|
DENIED|,173|,NONE|,NONE|,0|,0|,['F2', 'F1', 'F3']|,src=23|, dest=44|
DENIED|,174|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F4', 'F2']|,src=19|, dest=31|
DENIED|,175|,NONE|,NONE|,0|,0|,['F3', 'F4', 'F5', 'F1', 'F2']|,src=32|, dest=38|
DENIED|,176|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F2']|,src=34|, dest=41|
APPROVED|,177|,R177P1|,45.01639344262294%|,18.36|,14.9|,['F4']|,[28, 807, 912, 957, 879, 808, 32]|
APPROVED|,178|,R178P1|,6.393442622950819%|,11.04|,5.1|,['F4', 'F1', 'F3']|,[26, 807, 28]|
DENIED|,179|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F3']|,src=33|, dest=8|
APPROVED|,180|,R180P2|,40.765027322404364%|,19.04|,16.0|,['F2', 'F5', 'F1']|,[29, 808, 952, 926, 824, 978, 801, 4]|
DENIED|,181|,NONE|,NONE|,0|,0|,['F5']|,src=18|, dest=27|
DENIED|,182|,NONE|,NONE|,0|,0|,['F1', 'F2', 'F4']|,src=3|, dest=42|
DENIED|,183|,NONE|,NONE|,0|,0|,['F4', 'F1', 'F5', 'F2']|,src=17|, dest=22|
DENIED|,184|,NONE|,NONE|,0|,0|,['F4']|,src=29|, dest=38|
DENIED|,185|,NONE|,NONE|,0|,0|,['F2', 'F5']|,src=7|, dest=14|
DENIED|,186|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F4', 'F5']|,src=18|, dest=21|
DENIED|,187|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F1', 'F4']|,src=5|, dest=7|
DENIED|,188|,NONE|,NONE|,0|,0|,['F2', 'F1', 'F3']|,src=43|, dest=26|
APPROVED|,189|,R189P1|,45.0%|,14.75|,11.900000000000002|,['F1', 'F3', 'F4']|,[23, 806, 947, 834, 807, 25]|
DENIED|,190|,NONE|,NONE|,0|,0|,['F1', 'F2', 'F5', 'F3']|,src=29|, dest=31|
DENIED|,191|,NONE|,NONE|,0|,0|,['F1', 'F3']|,src=27|, dest=32|
DENIED|,192|,NONE|,NONE|,0|,0|,['F3']|,src=32|, dest=44|
APPROVED|,193|,R193P1|,55.19125683060109%|,22.2|,16.7|,['F4', 'F2', 'F3', 'F1', 'F5']|,[5, 802, 867, 827, 916, 879, 808, 32]|
DENIED|,194|,NONE|,NONE|,0|,0|,['F4', 'F5']|,src=45|, dest=27|
DENIED|,195|,NONE|,NONE|,0|,0|,['F4', 'F5', 'F2', 'F1']|,src=4|, dest=15|
DENIED|,196|,NONE|,NONE|,0|,0|,['F2', 'F5', 'F3', 'F1', 'F4']|,src=27|, dest=45|
DENIED|,197|,NONE|,NONE|,0|,0|,['F4', 'F1', 'F2']|,src=44|, dest=30|
DENIED|,198|,NONE|,NONE|,0|,0|,['F4', 'F2', 'F1', 'F3']|,src=23|, dest=13|
DENIED|,199|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F2', 'F5']|,src=14|, dest=4|
DENIED|,200|,NONE|,NONE|,0|,0|,['F5', 'F3']|,src=25|, dest=19|
DENIED|,201|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F3', 'F2', 'F1']|,src=33|, dest=7|
DENIED|,202|,NONE|,NONE|,0|,0|,['F4', 'F3', 'F1', 'F5', 'F2']|,src=23|, dest=41|
APPROVED|,203|,R203P1|,44.42622950819672%|,17.22|,13.5|,['F1', 'F4', 'F3', 'F2']|,[7, 802, 917, 973, 858, 809, 34]|
DENIED|,204|,NONE|,NONE|,0|,0|,['F4', 'F3']|,src=2|, dest=7|
DENIED|,205|,NONE|,NONE|,0|,0|,['F4']|,src=22|, dest=41|
DENIED|,206|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F3', 'F1', 'F2']|,src=22|, dest=43|
