DATASET=TINY,TYPE=WITH_FAULT_TOLERANCE,NODES=42,LINKS=63,REQUESTS=100
REQUEST PASSED, REQUESTS FAILED, AVERAGE REQUEST DELAY, AVERAGE REQUEST COST, AVERAGE FAILURE PROBABILITY, AVERAGE LENGTH OF PATHS, MEAN NODE [CPU, RAM], MEAN LINK BANDWIDTH
108,142,10.877870370370372,9.025000000000002,24.469320032662477%,4.712962962962963,[0.9333333333333333, 14.933333333333334],163.36666666666667
REQUEST STATUS,REQUEST ID,PATH ID,FAILURE PROBABILITY,DELAY,COST,FUNCTIONS,PATH
DENIED|,1|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F2']|,src=2|, dest=30|
DENIED|,2|,NONE|,NONE|,0|,0|,['F2', 'F4', 'F3', 'F5', 'F1']|,src=34|, dest=22|
APPROVED|,3|,R3P1|,24.662112932604735%|,9.07|,9.9|,['F1']|,[11, 49, 55, 52, 21]|
DENIED|,49|,NONE|,NONE|,0|,0|,['F3', 'F1', 'F5', 'F2']|,src=21|, dest=36|
DENIED|,50|,NONE|,NONE|,0|,0|,['F3', 'F4', 'F2', 'F5', 'F1']|,src=3|, dest=34|
APPROVED|,51|,R51P2|,29.287630402384504%|,11.32|,12.4|,['F4']|,[31, 56, 50, 52, 55, 29]|
APPROVED|,52|,R52P1|,14.271662763466043%|,10.55|,7.800000000000001|,['F5', 'F3', 'F1', 'F4']|,[21, 52, 54, 25]|
APPROVED|,53|,R53P1|,16.093676814988292%|,7.5|,7.8|,['F3', 'F1']|,[31, 56, 48, 9]|
APPROVED|,54|,R54P1|,12.791803278688526%|,5.36|,5.1|,['F1', 'F2']|,[44, 60, 43]|
DENIED|,55|,NONE|,NONE|,0|,0|,['F5']|,src=45|, dest=27|
APPROVED|,56|,R56P1|,22.104735883424407%|,10.27|,9.6|,['F2', 'F4', 'F5', 'F3']|,[9, 48, 58, 59, 40]|
APPROVED|,57|,R57P1|,23.866510538641684%|,13.959999999999999|,7.3999999999999995|,['F4', 'F5', 'F1']|,[24, 53, 46, 3]|
APPROVED|,58|,R58P2|,29.675111773472427%|,14.88|,11.7|,['F4']|,[42, 59, 49, 51, 60, 44]|
DENIED|,59|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F1', 'F2', 'F4']|,src=3|, dest=13|
APPROVED|,60|,R60P2|,35.46944858420268%|,15.320000000000002|,11.599999999999998|,['F3']|,[2, 46, 60, 51, 49, 10]|
APPROVED|,61|,R61P1|,14.365573770491803%|,8.9|,5.4|,['F3', 'F2', 'F1', 'F5', 'F4']|,[5, 47, 4]|
APPROVED|,62|,R62P1|,33.80774962742176%|,15.24|,12.1|,['F3']|,[29, 55, 47, 51, 57, 35]|
APPROVED|,63|,R63P1|,19.501170960187352%|,9.11|,7.6|,['F1', 'F4', 'F2']|,[39, 58, 59, 40]|
APPROVED|,64|,R64P1|,16.09367681498829%|,9.78|,7.8|,['F4', 'F2', 'F5']|,[8, 48, 56, 32]|
APPROVED|,65|,R65P1|,22.175644028103044%|,6.679999999999999|,7.2|,['F1']|,[11, 49, 55, 28]|
APPROVED|,66|,R66P1|,31.47996357012751%|,11.049999999999999|,9.7|,['F4', 'F1', 'F3', 'F2']|,[25, 54, 60, 56, 33]|
APPROVED|,67|,R67P1|,20.28571428571428%|,9.84|,7.800000000000001|,['F4', 'F2', 'F3', 'F1']|,[30, 55, 47, 6]|
APPROVED|,68|,R68P1|,7.28360655737705%|,9.39|,4.8999999999999995|,['F4', 'F3', 'F5']|,[42, 59, 40]|
DENIED|,69|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F4', 'F2']|,src=30|, dest=8|
APPROVED|,70|,R70P1|,23.15573770491803%|,10.87|,9.2|,['F1', 'F3', 'F5']|,[34, 57, 48, 58, 38]|
APPROVED|,71|,R71P1|,31.47996357012751%|,9.879999999999999|,9.599999999999998|,['F4']|,[27, 54, 60, 56, 33]|
DENIED|,72|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F1', 'F4', 'F3']|,src=9|, dest=3|
DENIED|,73|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F4', 'F5', 'F2']|,src=10|, dest=40|
DENIED|,74|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F3', 'F2']|,src=43|, dest=2|
DENIED|,75|,NONE|,NONE|,0|,0|,['F1', 'F2', 'F5', 'F3']|,src=21|, dest=44|
APPROVED|,76|,R76P2|,29.675111773472437%|,12.07|,12.0|,['F2']|,[44, 60, 51, 49, 59, 41]|
APPROVED|,77|,R77P1|,28.67304189435337%|,12.329999999999998|,9.3|,['F4']|,[23, 53, 58, 50, 14]|
APPROVED|,78|,R78P1|,24.394353369763206%|,11.91|,9.6|,['F3', 'F1', 'F5', 'F4']|,[39, 58, 59, 49, 12]|
APPROVED|,79|,R79P1|,19.501170960187352%|,11.440000000000001|,7.8|,['F2', 'F3', 'F5']|,[37, 58, 59, 41]|
APPROVED|,80|,R80P2|,27.335320417287633%|,10.36|,11.9|,['F1', 'F4']|,[39, 58, 48, 56, 60, 43]|
APPROVED|,81|,R81P1|,23.866510538641684%|,12.2|,7.0|,['F5']|,[3, 46, 53, 23]|
DENIED|,82|,NONE|,NONE|,0|,0|,['F4', 'F5', 'F1', 'F3']|,src=23|, dest=12|
APPROVED|,83|,R83P1|,16.093676814988292%|,7.3|,7.8|,['F5']|,[31, 56, 48, 9]|
DENIED|,84|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F3']|,src=24|, dest=20|
DENIED|,85|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F5', 'F3', 'F2']|,src=3|, dest=21|
APPROVED|,86|,R86P1|,16.093676814988292%|,8.950000000000001|,7.3|,['F3', 'F1', 'F5']|,[32, 56, 48, 7]|
APPROVED|,87|,R87P1|,22.61293260473588%|,12.819999999999999|,9.5|,['F3', 'F2', 'F1']|,[36, 57, 48, 56, 32]|
DENIED|,88|,NONE|,NONE|,0|,0|,['F4', 'F3', 'F2', 'F5']|,src=38|, dest=12|
DENIED|,89|,NONE|,NONE|,0|,0|,['F2', 'F1', 'F5', 'F3']|,src=1|, dest=36|
APPROVED|,90|,R90P1|,30.56921675774135%|,12.670000000000002|,9.5|,['F2', 'F1', 'F3']|,[1, 46, 60, 51, 16]|
APPROVED|,91|,R91P1|,21.74954462659381%|,11.209999999999999|,9.7|,['F5', 'F3', 'F2', 'F4']|,[33, 56, 48, 58, 38]|
APPROVED|,92|,R92P1|,27.73067915690866%|,9.76|,7.0|,['F2', 'F4', 'F3']|,[26, 54, 60, 43]|
APPROVED|,93|,R93P1|,16.791569086651055%|,6.74|,7.3|,['F1', 'F4', 'F3']|,[9, 48, 58, 38]|
DENIED|,94|,NONE|,NONE|,0|,0|,['F3', 'F1', 'F5', 'F4']|,src=27|, dest=39|
DENIED|,95|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F5']|,src=4|, dest=10|
APPROVED|,96|,R96P1|,31.244990892531877%|,11.079999999999998|,9.5|,['F4']|,[45, 60, 56, 50, 15]|
DENIED|,97|,NONE|,NONE|,0|,0|,['F3', 'F2']|,src=40|, dest=39|
APPROVED|,98|,R98P1|,27.969555035128803%|,11.3|,7.299999999999999|,['F2', 'F4', 'F3']|,[24, 53, 57, 34]|
DENIED|,99|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F1']|,src=4|, dest=31|
DENIED|,100|,NONE|,NONE|,0|,0|,['F2', 'F5', 'F4']|,src=33|, dest=39|
APPROVED|,101|,R101P1|,35.47267759562842%|,13.1|,9.4|,['F2', 'F3']|,[2, 46, 60, 54, 27]|
APPROVED|,102|,R102P1|,27.938979963570127%|,13.27|,9.5|,['F4']|,[8, 48, 57, 46, 3]|
APPROVED|,103|,R103P1|,22.46135831381733%|,11.64|,7.4|,['F5']|,[42, 59, 47, 6]|
APPROVED|,104|,R104P1|,31.47996357012751%|,11.149999999999997|,9.7|,['F3', 'F4', 'F2', 'F1']|,[33, 56, 60, 54, 25]|
APPROVED|,105|,R105P1|,29.678092399403877%|,14.14|,11.7|,['F2', 'F3', 'F1']|,[22, 53, 58, 59, 49, 12]|
APPROVED|,106|,R106P1|,21.592505854800937%|,9.03|,7.4|,['F2', 'F4', 'F5', 'F3']|,[38, 58, 50, 13]|
DENIED|,107|,NONE|,NONE|,0|,0|,['F2', 'F5', 'F1', 'F4']|,src=4|, dest=39|
APPROVED|,108|,R108P1|,10.037704918032787%|,5.869999999999999|,5.4|,['F1', 'F4', 'F2']|,[30, 55, 28]|
DENIED|,109|,NONE|,NONE|,0|,0|,['F4', 'F1', 'F5', 'F2', 'F3']|,src=23|, dest=25|
APPROVED|,110|,R110P1|,24.662112932604735%|,9.51|,9.7|,['F2']|,[10, 49, 55, 52, 19]|
APPROVED|,111|,R111P2|,27.335320417287633%|,11.28|,12.1|,['F4', 'F2', 'F1', 'F3']|,[38, 58, 48, 56, 60, 44]|
DENIED|,112|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F4']|,src=29|, dest=34|
DENIED|,113|,NONE|,NONE|,0|,0|,['F5', 'F1', 'F4', 'F3']|,src=4|, dest=36|
DENIED|,114|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F1']|,src=39|, dest=44|
APPROVED|,115|,R115P1|,10.037704918032787%|,5.59|,5.2|,['F2']|,[29, 55, 28]|
DENIED|,116|,NONE|,NONE|,0|,0|,['F1', 'F4']|,src=20|, dest=34|
DENIED|,117|,NONE|,NONE|,0|,0|,['F4', 'F5', 'F2', 'F1', 'F3']|,src=18|, dest=37|
DENIED|,118|,NONE|,NONE|,0|,0|,['F5', 'F1', 'F3', 'F2']|,src=43|, dest=41|
APPROVED|,119|,R119P2|,26.12841530054645%|,8.93|,9.6|,['F4']|,[25, 54, 55, 47, 5]|
DENIED|,120|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F3', 'F2']|,src=33|, dest=9|
APPROVED|,121|,R121P1|,28.407494145199063%|,10.100000000000001|,7.9|,['F3', 'F2']|,[18, 51, 47, 4]|
DENIED|,122|,NONE|,NONE|,0|,0|,['F5', 'F2']|,src=28|, dest=34|
APPROVED|,123|,R123P1|,31.731329690346083%|,11.139999999999999|,10.1|,['F4']|,[19, 52, 47, 51, 18]|
DENIED|,124|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F4', 'F1', 'F2']|,src=8|, dest=29|
APPROVED|,125|,R125P1|,13.185245901639345%|,8.65|,5.0|,['F2', 'F4']|,[23, 53, 22]|
APPROVED|,126|,R126P1|,22.61293260473588%|,11.229999999999999|,9.700000000000001|,['F2', 'F1']|,[34, 57, 48, 56, 31]|
APPROVED|,127|,R127P1|,26.95719489981785%|,14.220000000000002|,9.2|,['F1', 'F2', 'F4']|,[42, 59, 49, 54, 26]|
APPROVED|,128|,R128P1|,25.166666666666668%|,10.83|,9.5|,['F1', 'F2', 'F4']|,[13, 50, 59, 49, 11]|
APPROVED|,129|,R129P1|,27.730679156908668%|,9.37|,7.2|,['F3', 'F1', 'F2']|,[45, 60, 54, 27]|
APPROVED|,130|,R130P1|,22.175644028103044%|,7.990000000000001|,7.4|,['F4', 'F5', 'F3', 'F1', 'F2']|,[30, 55, 49, 11]|
DENIED|,131|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F4', 'F1']|,src=18|, dest=2|
DENIED|,132|,NONE|,NONE|,0|,0|,['F4', 'F2', 'F3', 'F5']|,src=34|, dest=19|
DENIED|,133|,NONE|,NONE|,0|,0|,['F5', 'F3']|,src=38|, dest=3|
DENIED|,134|,NONE|,NONE|,0|,0|,['F2', 'F5', 'F3']|,src=32|, dest=5|
DENIED|,135|,NONE|,NONE|,0|,0|,['F4', 'F5', 'F2', 'F1', 'F3']|,src=42|, dest=34|
DENIED|,136|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F4']|,src=36|, dest=15|
DENIED|,137|,NONE|,NONE|,0|,0|,['F3', 'F4', 'F1', 'F5']|,src=29|, dest=1|
APPROVED|,138|,R138P1|,16.702576112412178%|,7.149999999999999|,7.9|,['F3', 'F2']|,[21, 52, 55, 28]|
APPROVED|,139|,R139P2|,32.430783242258656%|,12.93|,9.6|,['F2', 'F3', 'F1']|,[34, 57, 53, 58, 37]|
APPROVED|,140|,R140P1|,23.128805620608897%|,13.330000000000002|,7.8|,['F3', 'F1', 'F5']|,[35, 57, 51, 16]|
DENIED|,141|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F2', 'F1', 'F4']|,src=20|, dest=24|
APPROVED|,142|,R142P1|,20.28571428571428%|,6.83|,7.4|,['F3', 'F1', 'F4']|,[28, 55, 47, 5]|
DENIED|,143|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F3', 'F5', 'F2']|,src=27|, dest=42|
DENIED|,144|,NONE|,NONE|,0|,0|,['F4', 'F1', 'F2', 'F5']|,src=2|, dest=14|
DENIED|,145|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F5', 'F2']|,src=20|, dest=1|
DENIED|,146|,NONE|,NONE|,0|,0|,['F2', 'F4', 'F5']|,src=35|, dest=29|
APPROVED|,147|,R147P1|,21.592505854800937%|,9.059999999999999|,7.7|,['F2', 'F3', 'F5']|,[37, 58, 50, 13]|
DENIED|,148|,NONE|,NONE|,0|,0|,['F5']|,src=27|, dest=33|
APPROVED|,149|,R149P1|,26.744080145719487%|,11.6|,10.1|,['F4', 'F2', 'F1', 'F3']|,[8, 48, 56, 50, 13]|
DENIED|,150|,NONE|,NONE|,0|,0|,['F5', 'F1', 'F4', 'F3', 'F2']|,src=31|, dest=3|
DENIED|,151|,NONE|,NONE|,0|,0|,['F4', 'F2']|,src=27|, dest=1|
APPROVED|,152|,R152P1|,32.19945355191257%|,13.14|,9.9|,['F1', 'F3', 'F2']|,[45, 60, 51, 47, 4]|
APPROVED|,153|,R153P1|,14.271662763466043%|,10.74|,7.6000000000000005|,['F5', 'F2', 'F4', 'F1']|,[19, 52, 54, 26]|
DENIED|,154|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F2']|,src=14|, dest=10|
APPROVED|,155|,R155P2|,30.56921675774135%|,11.57|,9.5|,['F2']|,[16, 51, 60, 46, 1]|
DENIED|,156|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F2', 'F4', 'F5']|,src=1|, dest=13|
APPROVED|,157|,R157P1|,30.771402550091075%|,11.57|,9.2|,['F1']|,[36, 57, 51, 49, 11]|
APPROVED|,158|,R158P1|,14.826697892271664%|,6.8100000000000005|,7.8|,['F1']|,[13, 50, 52, 20]|
DENIED|,159|,NONE|,NONE|,0|,0|,['F4', 'F5']|,src=41|, dest=17|
DENIED|,160|,NONE|,NONE|,0|,0|,['F5']|,src=33|, dest=14|
DENIED|,161|,NONE|,NONE|,0|,0|,['F2', 'F4', 'F3']|,src=12|, dest=1|
DENIED|,162|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F1', 'F3', 'F2']|,src=12|, dest=22|
DENIED|,163|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F2']|,src=40|, dest=37|
DENIED|,164|,NONE|,NONE|,0|,0|,['F4', 'F5']|,src=7|, dest=22|
DENIED|,165|,NONE|,NONE|,0|,0|,['F1', 'F3', 'F2', 'F5']|,src=41|, dest=34|
APPROVED|,166|,R166P2|,28.024590163934427%|,12.43|,9.799999999999999|,['F2']|,[24, 53, 57, 48, 8]|
APPROVED|,167|,R167P1|,3.349180327868852%|,6.75|,5.7|,['F5', 'F2', 'F1']|,[21, 52, 20]|
APPROVED|,168|,R168P1|,35.31296572280179%|,15.09|,12.0|,['F1']|,[36, 57, 51, 47, 52, 20]|
DENIED|,169|,NONE|,NONE|,0|,0|,['F2', 'F4', 'F3', 'F1']|,src=3|, dest=6|
DENIED|,170|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F1']|,src=8|, dest=10|
DENIED|,171|,NONE|,NONE|,0|,0|,['F3', 'F2']|,src=11|, dest=28|
DENIED|,172|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F3']|,src=24|, dest=10|
APPROVED|,173|,R173P1|,21.8752276867031%|,9.940000000000001|,9.6|,['F4']|,[38, 58, 50, 52, 19]|
DENIED|,174|,NONE|,NONE|,0|,0|,['F3', 'F5', 'F4', 'F1']|,src=42|, dest=33|
DENIED|,175|,NONE|,NONE|,0|,0|,['F4']|,src=26|, dest=7|
DENIED|,176|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F4']|,src=10|, dest=1|
DENIED|,177|,NONE|,NONE|,0|,0|,['F1', 'F2', 'F5', 'F3']|,src=16|, dest=40|
DENIED|,178|,NONE|,NONE|,0|,0|,['F5', 'F1', 'F2', 'F4', 'F3']|,src=9|, dest=41|
APPROVED|,179|,R179P3|,27.448998178506372%|,10.240000000000002|,9.7|,['F2']|,[4, 47, 55, 49, 10]|
DENIED|,180|,NONE|,NONE|,0|,0|,['F2', 'F4', 'F1', 'F3']|,src=21|, dest=35|
APPROVED|,181|,R181P1|,22.662112932604735%|,9.41|,9.799999999999999|,['F2', 'F5', 'F1', 'F4']|,[14, 50, 52, 55, 28]|
DENIED|,182|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F4', 'F1', 'F5']|,src=25|, dest=23|
DENIED|,183|,NONE|,NONE|,0|,0|,['F3', 'F2', 'F1', 'F4', 'F5']|,src=44|, dest=35|
DENIED|,184|,NONE|,NONE|,0|,0|,['F4', 'F2', 'F3', 'F1', 'F5']|,src=28|, dest=26|
DENIED|,185|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F3', 'F4']|,src=42|, dest=8|
DENIED|,186|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F2']|,src=21|, dest=31|
DENIED|,187|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F5', 'F4']|,src=13|, dest=24|
DENIED|,188|,NONE|,NONE|,0|,0|,['F2', 'F3', 'F4']|,src=41|, dest=12|
DENIED|,189|,NONE|,NONE|,0|,0|,['F3', 'F4', 'F1', 'F5']|,src=42|, dest=17|
DENIED|,190|,NONE|,NONE|,0|,0|,['F2', 'F5', 'F3']|,src=17|, dest=3|
APPROVED|,191|,R191P1|,34.94038748137109%|,14.459999999999999|,12.4|,['F2', 'F3']|,[39, 58, 59, 47, 51, 18]|
DENIED|,192|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F2']|,src=45|, dest=1|
DENIED|,193|,NONE|,NONE|,0|,0|,['F5', 'F1']|,src=23|, dest=13|
DENIED|,194|,NONE|,NONE|,0|,0|,['F5']|,src=27|, dest=2|
DENIED|,195|,NONE|,NONE|,0|,0|,['F5', 'F1']|,src=39|, dest=40|
DENIED|,196|,NONE|,NONE|,0|,0|,['F5', 'F1', 'F3']|,src=4|, dest=18|
DENIED|,197|,NONE|,NONE|,0|,0|,['F2', 'F5', 'F4', 'F1', 'F3']|,src=42|, dest=20|
APPROVED|,198|,R198P2|,26.128415300546447%|,12.61|,9.6|,['F3', 'F4', 'F2', 'F1']|,[5, 47, 55, 54, 26]|
DENIED|,199|,NONE|,NONE|,0|,0|,['F5', 'F1']|,src=37|, dest=21|
DENIED|,200|,NONE|,NONE|,0|,0|,['F5', 'F4']|,src=43|, dest=14|
DENIED|,201|,NONE|,NONE|,0|,0|,['F5', 'F4']|,src=9|, dest=39|
DENIED|,202|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F2']|,src=1|, dest=33|
DENIED|,203|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F4', 'F2']|,src=14|, dest=18|
APPROVED|,204|,R204P1|,23.128805620608897%|,12.450000000000001|,7.3999999999999995|,['F3', 'F2', 'F4', 'F1', 'F5']|,[18, 51, 57, 36]|
DENIED|,205|,NONE|,NONE|,0|,0|,['F5', 'F3', 'F1']|,src=3|, dest=13|
DENIED|,206|,NONE|,NONE|,0|,0|,['F5', 'F2', 'F3', 'F1', 'F4']|,src=37|, dest=44|
DENIED|,207|,NONE|,NONE|,0|,0|,['F4', 'F3', 'F2', 'F5']|,src=29|, dest=17|
DENIED|,208|,NONE|,NONE|,0|,0|,['F5', 'F4', 'F3', 'F1']|,src=28|, dest=45|
DENIED|,209|,NONE|,NONE|,0|,0|,['F5', 'F4']|,src=13|, dest=22|
DENIED|,210|,NONE|,NONE|,0|,0|,['F1', 'F2']|,src=33|, dest=44|
DENIED|,211|,NONE|,NONE|,0|,0|,['F5', 'F1', 'F2']|,src=2|, dest=11|
DENIED|,212|,NONE|,NONE|,0|,0|,['F1', 'F4', 'F3', 'F5', 'F2']|,src=32|, dest=34|
APPROVED|,213|,R213P3|,27.448998178506372%|,9.68|,9.6|,['F1', 'F4']|,[4, 47, 55, 49, 12]|
DENIED|,214|,NONE|,NONE|,0|,0|,['F1', 'F5', 'F3', 'F2']|,src=2|, dest=8|
DENIED|,215|,NONE|,NONE|,0|,0|,['F2', 'F1', 'F3', 'F5']|,src=42|, dest=3|
DENIED|,216|,NONE|,NONE|,0|,0|,['F3', 'F4', 'F2']|,src=5|, dest=2|
DENIED|,217|,NONE|,NONE|,0|,0|,['F5']|,src=38|, dest=41|
