requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
197;5;12;['F3', 'F4', 'F5', 'F2'];5
198;16;2;['F3', 'F4', 'F6', 'F2'];5
199;4;17;['F6', 'F2', 'F5'];5
200;3;9;['F4', 'F2', 'F5', 'F1', 'F6', 'F3'];5
201;19;4;['F3'];5
202;14;11;['F6', 'F2', 'F5', 'F4', 'F3', 'F1'];5
203;11;4;['F4'];5
204;10;19;['F3', 'F1', 'F4'];5
205;6;17;['F2', 'F4'];5
206;20;7;['F4', 'F3', 'F2', 'F5'];5
207;9;10;['F2'];5
208;10;18;['F2', 'F3'];5
209;6;7;['F3'];5
210;9;20;['F5', 'F4', 'F3', 'F1'];5
211;2;6;['F5', 'F3'];5
212;14;9;['F1', 'F2', 'F6'];5
213;11;3;['F3', 'F5', 'F6'];5
214;10;14;['F3', 'F4'];5
215;11;4;['F5', 'F3', 'F6', 'F2'];5
216;20;18;['F1'];5
217;15;18;['F1', 'F2', 'F3', 'F6', 'F5'];5
218;5;13;['F3', 'F4', 'F6'];5
219;16;1;['F2', 'F5', 'F1', 'F6'];5
220;17;8;['F3', 'F4', 'F1'];5
221;8;17;['F3'];5
222;10;3;['F1'];5
223;3;19;['F6'];5
224;13;3;['F5', 'F4', 'F1'];5
225;5;18;['F1', 'F4', 'F6'];5
226;17;11;['F3', 'F4', 'F5'];5
227;19;1;['F5', 'F3'];5
228;16;19;['F4', 'F1'];5
229;20;17;['F1', 'F3', 'F6'];5
230;4;10;['F6', 'F1'];5
231;19;4;['F2', 'F5', 'F6', 'F1'];5
232;14;4;['F4', 'F3', 'F1', 'F2'];5
233;1;7;['F1'];5
234;16;10;['F5', 'F4'];5
235;4;9;['F1'];5
236;2;3;['F5', 'F2'];5
237;8;9;['F3', 'F6'];5
238;10;9;['F6', 'F2'];5
239;20;10;['F6', 'F2', 'F4', 'F1'];5
240;15;10;['F5', 'F1'];5
241;19;10;['F3'];5
242;8;1;['F3', 'F2', 'F6'];5
243;8;18;['F1', 'F3', 'F5', 'F6'];5
244;3;11;['F6', 'F2', 'F5', 'F1', 'F4'];5
245;14;13;['F5', 'F3'];5
246;4;17;['F5', 'F2', 'F6'];5
247;9;19;['F5', 'F6', 'F1', 'F3'];5
248;4;12;['F1', 'F4'];5
249;10;18;['F3', 'F2'];5
250;16;11;['F3', 'F6'];5
251;20;14;['F3', 'F1'];5
252;6;4;['F6'];5
253;12;8;['F1', 'F3', 'F5', 'F2'];5
254;8;7;['F3', 'F5', 'F6'];5
255;5;11;['F4', 'F3', 'F1'];5
256;3;1;['F5', 'F4', 'F3', 'F6', 'F1'];5
257;5;10;['F1', 'F3', 'F6', 'F2'];5
258;2;13;['F2', 'F3', 'F4'];5
259;12;3;['F5', 'F6'];5
260;11;8;['F1'];5
261;20;8;['F4', 'F2'];5
262;10;20;['F6', 'F2'];5
263;17;18;['F2', 'F1', 'F4'];5
264;4;7;['F2', 'F5', 'F3'];5
265;8;14;['F4', 'F5', 'F2'];5
266;14;12;['F5', 'F4', 'F2', 'F1'];5
267;17;15;['F4', 'F6', 'F3', 'F5'];5
268;20;13;['F2', 'F4'];5
269;19;7;['F5', 'F6', 'F3'];5
270;9;10;['F6', 'F5', 'F3'];5
271;2;20;['F5'];5
272;20;6;['F5', 'F1', 'F4', 'F2'];5
273;9;1;['F2', 'F5', 'F3', 'F4'];5
274;13;5;['F3', 'F2', 'F1', 'F4'];5
275;16;11;['F2', 'F4', 'F1'];5
276;20;19;['F3', 'F6'];5
277;13;16;['F4', 'F6'];5
278;7;20;['F1', 'F5'];5
279;2;6;['F1', 'F3', 'F4'];5
280;19;18;['F5', 'F4', 'F3', 'F2'];5
281;6;3;['F5', 'F1', 'F4'];5
282;5;15;['F1', 'F3'];5
283;18;17;['F3', 'F2'];5
284;12;3;['F6', 'F3', 'F1', 'F2'];5
285;11;12;['F5', 'F1', 'F2', 'F4', 'F6'];5
286;18;14;['F4', 'F5'];5
287;4;18;['F6', 'F5', 'F3', 'F1'];5
288;15;2;['F4'];5
289;9;7;['F1'];5
290;3;18;['F3', 'F2', 'F1', 'F6'];5
291;3;20;['F1', 'F4', 'F5', 'F3'];5
292;12;11;['F4', 'F1', 'F3', 'F6'];5
293;3;14;['F4', 'F6'];5
294;8;16;['F1', 'F5'];5
295;5;1;['F2'];5
296;12;13;['F2', 'F6'];5
297;12;3;['F6', 'F3', 'F5'];5
298;7;13;['F5', 'F6'];5
299;16;18;['F3', 'F2', 'F4', 'F6', 'F5'];5
300;13;2;['F6', 'F1', 'F3'];5
