requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
129;13;8;['F5', 'F4', 'F1'];5
130;1;6;['F2', 'F1'];5
131;7;15;['F3', 'F4'];5
132;12;14;['F2', 'F5', 'F3'];5
133;11;7;['F5', 'F2', 'F3'];5
134;18;9;['F4', 'F1', 'F5'];5
135;14;15;['F2'];5
136;15;8;['F3'];5
137;8;6;['F4', 'F2', 'F1', 'F5'];5
138;11;2;['F6'];5
139;18;20;['F4', 'F1', 'F5', 'F2'];5
140;17;13;['F1', 'F6'];5
141;12;7;['F3', 'F6', 'F2', 'F4'];5
142;6;19;['F4', 'F3', 'F1', 'F6', 'F5'];5
143;5;17;['F6', 'F5', 'F3'];5
144;19;2;['F2', 'F4'];5
145;14;5;['F6', 'F4'];5
146;3;12;['F6', 'F2', 'F4'];5
147;1;16;['F4', 'F1'];5
148;14;6;['F5', 'F6', 'F3', 'F2'];5
149;5;6;['F1'];5
150;20;9;['F3', 'F2', 'F4'];5
151;9;20;['F1'];5
152;18;20;['F3', 'F4', 'F2', 'F6'];5
153;11;9;['F3', 'F2', 'F1', 'F4'];5
154;5;18;['F1', 'F4'];5
155;18;9;['F1', 'F3', 'F4'];5
156;20;1;['F6', 'F1', 'F2'];5
157;15;9;['F6', 'F3'];5
158;3;19;['F5', 'F1', 'F2'];5
159;7;4;['F5', 'F3', 'F2', 'F1'];5
160;4;15;['F3', 'F2'];5
161;6;17;['F5', 'F6', 'F1'];5
162;11;18;['F2', 'F6', 'F5'];5
163;6;13;['F2', 'F5', 'F3'];5
164;1;11;['F2'];5
165;7;17;['F5', 'F2'];5
166;20;18;['F6', 'F2'];5
167;20;14;['F6', 'F3', 'F5'];5
168;2;3;['F6', 'F2'];5
169;8;10;['F2', 'F5', 'F3', 'F1'];5
170;1;10;['F1', 'F5', 'F4'];5
171;2;18;['F1', 'F3', 'F5', 'F4'];5
172;6;8;['F6', 'F4', 'F1'];5
173;3;8;['F6', 'F1', 'F3'];5
174;19;14;['F2', 'F6', 'F3'];5
175;10;11;['F2', 'F5'];5
176;4;13;['F4'];5
177;16;10;['F2', 'F6'];5
178;10;9;['F3', 'F4', 'F5', 'F1'];5
179;8;1;['F6', 'F4', 'F5'];5
180;3;8;['F5', 'F3', 'F1'];5
181;3;12;['F3', 'F4'];5
182;1;20;['F1'];5
183;10;7;['F1', 'F2', 'F3', 'F4'];5
184;4;17;['F5'];5
185;12;20;['F2', 'F3'];5
186;16;17;['F6', 'F2', 'F3', 'F1', 'F4'];5
187;17;9;['F6', 'F3', 'F5', 'F4', 'F2'];5
188;19;1;['F3', 'F2', 'F1'];5
189;19;3;['F3', 'F2', 'F6'];5
190;9;12;['F5', 'F2'];5
191;6;1;['F6', 'F5', 'F4'];5
192;9;8;['F2', 'F3', 'F4'];5
193;10;14;['F6', 'F4', 'F3', 'F1', 'F5'];5
194;15;18;['F2', 'F4', 'F1', 'F6'];5
195;12;11;['F5', 'F6', 'F4'];5
196;17;12;['F2', 'F3', 'F6', 'F4'];5
197;5;1;['F3', 'F2', 'F5', 'F1'];5
198;3;1;['F4', 'F1'];5
199;8;3;['F4'];5
200;5;6;['F5', 'F4', 'F1', 'F6', 'F2'];5
