requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
55;28;31;['F1', 'F4'];5
56;39;21;['F2', 'F4', 'F1'];5
57;7;21;['F5', 'F4'];5
58;30;41;['F6', 'F5'];5
59;32;41;['F2', 'F4'];5
60;3;9;['F4', 'F2'];5
61;19;36;['F5', 'F1', 'F4'];5
62;31;5;['F2', 'F6'];5
63;11;30;['F3'];5
64;11;4;['F1', 'F4', 'F2', 'F5'];5
65;10;3;['F3', 'F4', 'F5'];5
66;23;21;['F1', 'F4'];5
67;26;12;['F4', 'F2'];5
68;1;17;['F1', 'F5', 'F4'];5
69;9;39;['F4', 'F3', 'F2'];5
70;2;24;['F6', 'F4', 'F1', 'F3'];5
71;14;4;['F1', 'F2', 'F6'];5
72;25;26;['F4', 'F2', 'F3', 'F6', 'F5'];5
73;38;30;['F5', 'F2'];5
74;42;19;['F2', 'F1', 'F4'];5
75;26;14;['F3', 'F6', 'F2'];5
76;24;34;['F4', 'F6', 'F2', 'F5'];5
77;16;15;['F6', 'F1'];5
78;33;36;['F5', 'F1'];5
79;11;29;['F1', 'F5', 'F3'];5
80;16;32;['F3', 'F1', 'F2', 'F6'];5
81;27;26;['F4', 'F6'];5
82;7;18;['F2', 'F6', 'F5'];5
83;24;11;['F2', 'F5', 'F4'];5
84;19;16;['F3'];5
85;14;18;['F5', 'F6', 'F2'];5
86;17;20;['F2', 'F6'];5
87;17;3;['F4', 'F5', 'F1', 'F3'];5
88;1;14;['F1', 'F2', 'F5'];5
89;16;8;['F3', 'F5', 'F1'];5
90;3;29;['F3'];5
91;5;39;['F3', 'F2', 'F5', 'F4'];5
92;26;24;['F6', 'F2', 'F5', 'F3'];5
93;30;3;['F4', 'F5', 'F2', 'F1'];5
94;12;41;['F1', 'F4'];5
95;9;31;['F6', 'F5', 'F3'];5
96;38;11;['F1', 'F6', 'F4'];5
97;18;29;['F1'];5
98;26;19;['F4', 'F5'];5
99;38;7;['F1', 'F3', 'F4'];5
100;2;42;['F6', 'F3', 'F4', 'F5', 'F1'];5
101;28;30;['F5', 'F1', 'F6', 'F2'];5
102;29;16;['F5', 'F4', 'F3', 'F1'];5
103;10;20;['F3', 'F6', 'F2'];5
104;22;13;['F5', 'F2'];5
105;8;6;['F6', 'F5', 'F4'];5
106;21;5;['F6', 'F1'];5
107;23;12;['F6'];5
108;10;14;['F3', 'F1'];5
109;22;17;['F5'];5
110;18;3;['F5', 'F6'];5
111;30;37;['F3', 'F4', 'F6', 'F1'];5
112;24;28;['F2', 'F1'];5
113;24;7;['F1', 'F4', 'F2', 'F6', 'F3'];5
114;33;1;['F2', 'F1', 'F6', 'F3', 'F4'];5
115;17;6;['F4'];5
116;31;26;['F1', 'F3'];5
117;2;40;['F6'];5
118;11;33;['F2', 'F5', 'F1', 'F6'];5
119;4;21;['F1', 'F5', 'F2', 'F6', 'F4'];5
120;33;8;['F6', 'F5', 'F2', 'F3'];5
121;11;8;['F2', 'F3'];5
122;38;28;['F2'];5
123;14;37;['F2', 'F3', 'F4', 'F5'];5
124;9;23;['F4', 'F2', 'F6'];5
125;3;35;['F1', 'F6'];5
126;21;3;['F5', 'F6'];5
127;41;29;['F4', 'F6'];5
128;9;21;['F2', 'F3', 'F5'];5
129;20;41;['F6', 'F3', 'F2'];5
130;27;41;['F6', 'F2', 'F4'];5
131;36;28;['F4'];5
132;35;23;['F3', 'F1', 'F6', 'F2'];5
133;6;20;['F1', 'F2', 'F6'];5
134;38;16;['F6', 'F5', 'F1'];5
135;20;21;['F6', 'F4'];5
136;11;19;['F6', 'F5', 'F3', 'F1'];5
137;25;15;['F2', 'F1', 'F4', 'F6'];5
138;32;22;['F1'];5
139;33;8;['F3', 'F2'];5
140;39;28;['F3', 'F6', 'F1'];5
141;42;30;['F1', 'F6'];5
142;18;29;['F5', 'F1', 'F2', 'F4', 'F6'];5
143;32;4;['F4', 'F2', 'F3'];5
144;30;35;['F2', 'F6', 'F5', 'F1', 'F3'];5
145;21;23;['F4', 'F3'];5
146;13;7;['F6', 'F5', 'F2', 'F1'];5
147;3;15;['F6', 'F5'];5
148;28;21;['F4', 'F5', 'F2', 'F1'];5
149;15;39;['F6', 'F3'];5
150;16;35;['F5', 'F2', 'F1', 'F3'];5
