Link ID;Source;Destination;Bandwidth;EdgeDelay;EdgeCost;failure probability
78;304;11;100;1.43;1.5;0.15
79;361;182;100;1.14;1.5;0.93
80;378;232;100;1.91;1.5;0.51
81;336;107;100;2.85;1.5;0.06
82;358;174;100;1.29;1.5;0.44
83;333;99;100;1.74;1.5;0.15
84;390;270;100;0.75;1.5;0.57
85;396;286;100;2.05;1.5;0.25
86;302;4;100;1.24;1.5;0.56
87;354;161;100;2.64;1.5;0.12
88;371;211;100;2.27;1.5;0.46
89;393;278;100;2.8;1.5;0.33
90;329;86;100;1.9;1.5;0.83
91;351;153;100;2.18;1.5;0.84
92;356;167;100;0.95;1.5;0.27
93;398;292;100;2.42;1.5;0.54
94;326;78;100;1.25;1.5;0.98
95;331;92;100;2.54;1.5;0.35
96;383;249;100;1.58;1.5;0.14
97;389;265;100;0.95;1.5;0.59
98;347;140;100;2.68;1.5;0.42
99;385;255;100;2.97;1.5;0.53
100;322;65;100;2.58;1.5;0.99
101;327;79;100;1.45;1.5;0.82
102;349;146;100;0.92;1.5;0.51
103;391;271;100;0.78;1.5;0.01
104;324;71;100;2.9;1.5;0.32
105;376;228;100;0.95;1.5;0.94
106;381;242;100;2.08;1.5;0.24
107;378;234;100;2.11;1.5;0.61
108;384;250;100;1.08;1.5;0.8
109;342;125;100;1.78;1.5;0.48
110;359;175;100;0.93;1.5;0.77
111;399;296;100;1.75;1.5;0.02
112;317;50;100;2.07;1.5;0.33
113;344;131;100;1.96;1.5;0.49
114;396;288;100;1.24;1.5;0.59
115;302;6;100;2.96;1.5;0.53
116;319;56;100;1.56;1.5;0.86
117;371;213;100;1.1;1.5;0.2
118;398;294;100;1.93;1.5;0.06
119;392;275;100;0.94;1.5;0.44
120;315;43;100;2.27;1.5;0.56
121;337;110;100;0.9;1.5;0.64
122;389;267;100;2.78;1.5;0.6
123;394;281;100;0.76;1.5;0.85
124;312;35;100;2.5;1.5;0.1
125;369;206;100;1.48;1.5;0.42
126;391;273;100;2.96;1.5;0.77
127;327;81;100;1.41;1.5;0.47
128;308;22;100;2.29;1.5;0.29
129;330;89;100;2.5;1.5;0.02
130;335;103;100;1.09;1.5;0.15
131;387;260;100;1.95;1.5;0.87
132;305;14;100;2.41;1.5;0.82
133;310;28;100;2.81;1.5;0.37
134;362;185;100;1.85;1.5;0.75
135;384;252;100;1.82;1.5;0.84
136;320;60;100;2.09;1.5;0.8
137;359;177;100;2.46;1.5;0.01
138;364;191;100;1.51;1.5;0.49
139;301;1;100;1.4;1.5;0.4
140;328;82;100;1.11;1.5;0.13
141;380;239;100;2.05;1.5;0.2
142;397;289;100;1.94;1.5;0.24
143;303;7;100;2.35;1.5;0.23
144;355;164;100;1.42;1.5;0.65
145;360;178;100;1.54;1.5;0.94
146;313;39;100;1.12;1.5;0.17
147;382;245;100;1.98;1.5;0.3
148;357;170;100;2.99;1.5;0.61
149;315;45;100;1.62;1.5;0.33
150;321;61;100;2.85;1.5;0.69
151;353;157;100;2.36;1.5;0.53
152;375;224;100;2.96;1.5;0.26
153;350;149;100;2.29;1.5;0.71
154;308;24;100;1.1;1.5;0.71
155;335;105;100;2.36;1.5;0.46
156;352;155;100;1.98;1.5;0.87
157;310;30;100;1.71;1.5;0.04
158;316;46;100;2.93;1.5;0.29
159;346;136;100;0.97;1.5;0.72
160;368;203;100;1.49;1.5;0.67
161;373;217;100;1.25;1.5;0.88
162;343;128;100;1.62;1.5;0.54
163;348;142;100;1.39;1.5;0.15
164;301;3;100;2.94;1.5;0.99
165;306;17;100;1.25;1.5;0.56
166;328;84;100;1.82;1.5;0.58
167;400;299;100;2.91;1.5;0.13
168;345;134;100;0.77;1.5;1.0
169;397;291;100;1.75;1.5;0.1
170;303;9;100;2.89;1.5;0.2
171;309;25;100;2.34;1.5;0.33
172;360;180;100;2.77;1.5;0.17
173;366;196;100;1.89;1.5;0.98
174;341;121;100;0.81;1.5;0.24
175;363;188;100;1.92;1.5;0.86
176;321;63;100;2.34;1.5;0.29
177;338;113;100;2.83;1.5;0.88
178;395;284;100;0.76;1.5;0.5
179;353;159;100;1.25;1.5;0.12
180;334;100;100;2.84;1.5;0.69
181;361;181;100;2.74;1.5;0.4
182;336;106;100;1.78;1.5;0.21
183;388;263;100;1.05;1.5;0.21
184;346;138;100;1.74;1.5;0.14
185;373;219;100;2.77;1.5;0.16
186;390;269;100;2.54;1.5;0.31
187;348;144;100;1.66;1.5;0.34
188;354;160;100;1.46;1.5;0.9
189;329;85;100;2.58;1.5;0.28
190;386;256;100;2.53;1.5;0.99
191;366;198;100;1.79;1.5;0.39
192;331;91;100;1.65;1.5;0.17
193;383;248;100;1.81;1.5;0.4
194;341;123;100;1.82;1.5;0.83
195;347;139;100;1.41;1.5;0.21
196;322;64;100;2.32;1.5;0.73
197;379;235;100;1.71;1.5;0.36
198;324;70;100;1.73;1.5;0.45
199;376;227;100;1.18;1.5;0.82
200;381;241;100;2.59;1.5;0.9
201;334;102;100;1.31;1.5;0.2
202;339;116;100;0.76;1.5;0.82
203;361;183;100;2.82;1.5;0.77
204;378;233;100;2.02;1.5;0.86
205;314;41;100;0.79;1.5;0.09
206;336;108;100;1.58;1.5;0.55
207;372;214;100;0.8;1.5;0.23
208;399;295;100;1.8;1.5;0.37
209;317;49;100;1.87;1.5;0.19
210;374;220;100;1.26;1.5;0.11
211;332;95;100;2.03;1.5;1.0
212;354;162;100;1.96;1.5;0.71
213;371;212;100;1.74;1.5;0.19
214;307;20;100;1.83;1.5;1.0
215;329;87;100;0.91;1.5;0.45
216;386;258;100;2.41;1.5;0.97
217;392;274;100;1.27;1.5;0.19
218;367;199;100;2.1;1.5;0.62
219;325;74;100;2.82;1.5;0.47
220;347;141;100;1.49;1.5;0.83
221;394;280;100;2.67;1.5;0.69
222;369;205;100;1.26;1.5;0.33
223;322;66;100;1.56;1.5;0.7
224;327;80;100;2.0;1.5;0.34
225;379;237;100;2.53;1.5;0.25
226;381;243;100;1.09;1.5;0.11
227;318;53;100;1.42;1.5;0.77
228;323;67;100;2.97;1.5;0.8
229;387;259;100;2.07;1.5;0.86
230;362;184;100;2.49;1.5;0.71
231;320;59;100;1.95;1.5;0.12
232;372;216;100;2.64;1.5;0.24
233;377;230;100;2.11;1.5;0.32
234;399;297;100;2.85;1.5;0.44
235;374;222;100;2.59;1.5;0.92
236;380;238;100;0.96;1.5;0.84
237;355;163;100;1.95;1.5;0.08
238;313;38;100;1.79;1.5;0.83
239;370;209;100;1.18;1.5;0.96
240;392;276;100;2.37;1.5;0.28
241;315;44;100;1.38;1.5;0.45
242;367;201;100;0.95;1.5;0.27
243;369;207;100;0.87;1.5;0.86
244;311;31;100;0.8;1.5;0.16
245;350;148;100;1.04;1.5;0.5
246;308;23;100;1.48;1.5;0.16
247;365;194;100;2.92;1.5;0.01
248;387;261;100;2.74;1.5;0.3
249;323;69;100;2.73;1.5;0.25
250;340;119;100;1.35;1.5;0.82
251;362;186;100;1.76;1.5;0.36
252;304;10;100;0.84;1.5;0.66
253;343;127;100;1.46;1.5;0.6
254;301;2;100;2.78;1.5;0.08
255;306;16;100;2.75;1.5;0.59
256;358;173;100;1.61;1.5;0.29
257;380;240;100;1.06;1.5;0.89
258;316;48;100;1.12;1.5;0.11
259;397;290;100;2.28;1.5;0.83
260;333;98;100;1.64;1.5;0.55
261;355;165;100;2.05;1.5;0.79
262;360;179;100;2.18;1.5;0.18
263;400;298;100;2.36;1.5;0.46
264;393;277;100;2.51;1.5;0.62
265;351;152;100;2.81;1.5;0.81
266;356;166;100;1.23;1.5;0.56
267;309;27;100;2.31;1.5;0.92
268;326;77;100;1.93;1.5;0.43
269;395;283;100;2.78;1.5;0.72
270;353;158;100;2.45;1.5;0.67
271;311;33;100;2.18;1.5;0.53
272;385;254;100;1.77;1.5;0.55
273;349;145;100;2.88;1.5;0.63
274;388;262;100;2.42;1.5;0.87
275;346;137;100;2.44;1.5;0.49
276;304;12;100;3.0;1.5;0.05
277;348;143;100;2.2;1.5;0.62
278;400;300;100;1.96;1.5;0.78
279;306;18;100;1.32;1.5;0.84
280;342;124;100;2.89;1.5;0.4
281;344;130;100;2.98;1.5;0.96
282;396;287;100;2.5;1.5;0.63
283;302;5;100;1.21;1.5;0.77
284;319;55;100;1.62;1.5;0.69
285;341;122;100;2.7;1.5;0.58
286;393;279;100;1.32;1.5;0.62
287;398;293;100;1.47;1.5;0.1
288;356;168;100;2.36;1.5;0.96
289;395;285;100;2.85;1.5;0.42
290;331;93;100;1.03;1.5;0.08
291;337;109;100;1.28;1.5;0.1
292;389;266;100;2.42;1.5;0.62
293;312;34;100;2.7;1.5;0.79
294;334;101;100;1.08;1.5;0.53
295;339;115;100;1.87;1.5;0.41
296;391;272;100;1.19;1.5;0.88
297;349;147;100;2.0;1.5;0.13
298;314;40;100;1.85;1.5;0.39
299;388;264;100;1.49;1.5;0.7
300;324;72;100;1.33;1.5;0.23
301;355;380;100;0.98;1.5;0.95
302;328;316;100;1.77;1.5;0.99
303;375;303;100;1.68;1.5;0.69
304;311;364;100;2.37;1.5;0.24
305;372;350;100;2.62;1.5;0.31
306;330;399;100;2.95;1.5;0.16
307;391;363;100;2.89;1.5;0.44
308;366;309;100;1.2;1.5;0.71
309;320;376;100;2.8;1.5;0.7
310;312;308;100;2.82;1.5;0.78
311;304;389;100;1.43;1.5;0.06
312;307;330;100;2.8;1.5;0.74
313;393;400;100;2.07;1.5;0.78
314;306;340;100;0.85;1.5;0.45
315;379;346;100;2.99;1.5;0.49
316;325;375;100;1.91;1.5;0.44
317;327;317;100;2.85;1.5;0.19
318;361;349;100;1.75;1.5;0.31
319;322;312;100;1.78;1.5;0.48
320;334;396;100;2.78;1.5;0.91
321;387;377;100;2.58;1.5;0.43
322;390;373;100;2.91;1.5;0.04
323;365;319;100;0.82;1.5;0.96
324;337;367;100;2.61;1.5;0.7
325;400;368;100;1.97;1.5;0.36
326;331;378;100;1.72;1.5;0.45
327;386;323;100;2.85;1.5;0.39
328;351;323;100;2.76;1.5;0.54
329;361;388;100;0.87;1.5;0.93
330;341;355;100;1.41;1.5;0.56
331;342;384;100;2.63;1.5;0.02
332;353;329;100;1.19;1.5;0.17
333;399;335;100;1.58;1.5;0.91
334;334;343;100;2.88;1.5;0.98
335;319;324;100;0.94;1.5;0.6
336;374;324;100;1.62;1.5;0.6
337;354;321;100;1.21;1.5;0.12
338;357;372;100;1.74;1.5;0.12
339;354;385;100;1.75;1.5;0.21
340;385;397;100;1.39;1.5;0.28
341;386;362;100;0.77;1.5;0.54
342;392;323;100;1.44;1.5;0.11
343;375;316;100;1.31;1.5;0.74
344;392;396;100;1.81;1.5;0.62
345;368;396;100;0.95;1.5;0.71
346;336;306;100;2.06;1.5;0.49
347;388;344;100;1.1;1.5;0.84
348;353;395;100;1.47;1.5;0.96
349;372;320;100;1.93;1.5;0.11
350;358;330;100;2.68;1.5;0.82
351;312;342;100;0.78;1.5;0.27
352;349;391;100;1.62;1.5;0.44
353;383;338;100;1.96;1.5;0.69
354;337;316;100;1.95;1.5;0.88
355;309;364;100;2.41;1.5;0.26
356;383;347;100;1.47;1.5;1.0
357;303;357;100;2.83;1.5;0.41
358;301;305;100;2.3;1.5;0.08
359;369;357;100;1.65;1.5;0.95
360;396;341;100;1.32;1.5;0.22
361;376;308;100;2.93;1.5;0.2
362;307;382;100;1.02;1.5;0.31
363;384;385;100;2.61;1.5;0.7
364;362;391;100;1.71;1.5;0.62
365;322;355;100;2.93;1.5;0.21
366;397;358;100;2.15;1.5;0.22
367;356;350;100;0.9;1.5;0.67
368;380;381;100;1.53;1.5;0.16
369;329;342;100;2.48;1.5;0.23
370;357;358;100;1.53;1.5;0.45
371;351;354;100;1.67;1.5;0.11
372;339;361;100;0.81;1.5;0.56
373;340;360;100;2.08;1.5;0.55
374;349;347;100;2.24;1.5;1.0
375;379;382;100;1.52;1.5;0.73
376;338;326;100;1.04;1.5;0.97
377;342;381;100;2.86;1.5;0.1
378;366;338;100;1.59;1.5;0.23
379;301;337;100;0.95;1.5;0.39
380;375;350;100;1.3;1.5;0.29
381;378;346;100;1.03;1.5;0.17
382;386;368;100;1.44;1.5;1.0
383;333;332;100;1.82;1.5;0.15
384;304;390;100;1.11;1.5;0.67
385;343;373;100;2.7;1.5;0.69
386;399;371;100;0.94;1.5;0.51
387;387;351;100;0.94;1.5;0.85
388;351;331;100;0.83;1.5;0.78
389;344;380;100;2.67;1.5;0.86
390;334;324;100;1.93;1.5;0.86
391;388;359;100;2.36;1.5;0.76
392;311;322;100;1.86;1.5;0.84
393;363;378;100;1.94;1.5;0.18
394;309;352;100;1.6;1.5;0.93
395;306;362;100;1.87;1.5;0.94
396;304;310;100;0.87;1.5;0.56
397;395;364;100;2.29;1.5;0.17
398;318;364;100;2.84;1.5;0.3
399;333;325;100;2.92;1.5;0.14
400;341;393;100;0.91;1.5;0.03
401;352;329;100;2.03;1.5;0.83
402;353;303;100;2.16;1.5;0.42
403;305;318;100;2.43;1.5;0.11
404;373;345;100;2.8;1.5;0.6
405;325;360;100;0.86;1.5;0.11
406;302;367;100;2.79;1.5;1.0
407;343;320;100;1.4;1.5;0.1
408;326;368;100;2.27;1.5;0.31
409;309;382;100;0.91;1.5;0.29
410;388;352;100;1.42;1.5;0.12
411;333;352;100;1.37;1.5;0.61
412;345;390;100;2.62;1.5;0.52
413;321;310;100;0.89;1.5;0.58
414;341;377;100;2.46;1.5;0.92
415;305;302;100;1.49;1.5;0.82
416;344;348;100;1.38;1.5;0.91
417;393;369;100;1.16;1.5;0.81
418;350;398;100;1.07;1.5;0.3
419;371;311;100;2.68;1.5;0.36
420;371;320;100;2.8;1.5;0.49
421;380;353;100;1.99;1.5;0.29
422;335;363;100;2.07;1.5;0.41
423;381;394;100;0.99;1.5;0.73
424;389;383;100;2.86;1.5;0.31
425;389;328;100;2.9;1.5;1.0
426;360;374;100;2.53;1.5;0.44
427;367;398;100;0.81;1.5;0.7
428;327;325;100;2.75;1.5;0.91
429;387;376;100;2.56;1.5;0.74
430;315;314;100;1.44;1.5;0.6
431;379;317;100;2.16;1.5;0.59
432;335;347;100;2.24;1.5;0.9
433;322;384;100;1.17;1.5;0.2
434;397;332;100;2.0;1.5;0.07
435;344;359;100;1.97;1.5;0.2
436;398;394;100;1.42;1.5;0.99
437;333;329;100;1.29;1.5;0.21
438;354;391;100;2.32;1.5;0.72
439;374;339;100;1.6;1.5;0.43
440;305;331;100;1.19;1.5;0.35
441;326;363;100;1.15;1.5;0.16
442;365;345;100;2.86;1.5;0.09
443;372;369;100;2.09;1.5;0.13
444;361;332;100;2.89;1.5;0.32
445;393;346;100;2.7;1.5;0.5
446;301;336;100;2.36;1.5;0.91
447;313;310;100;2.36;1.5;0.62
448;370;362;100;1.38;1.5;0.07
449;370;307;100;0.76;1.5;0.51
450;313;374;100;1.86;1.5;0.33
451;319;387;100;2.35;1.5;0.64
452;326;356;100;1.29;1.5;0.91
453;355;337;100;0.94;1.5;0.73
454;348;331;100;3.0;1.5;0.48
455;339;328;100;1.5;1.5;0.94
456;346;398;100;2.28;1.5;0.55
457;395;318;100;2.81;1.5;0.51
458;311;321;100;1.28;1.5;0.06
459;377;376;100;2.74;1.5;0.42
460;392;395;100;2.19;1.5;0.52
461;340;400;100;2.89;1.5;0.63
462;358;381;100;2.93;1.5;0.69
463;323;359;100;1.31;1.5;0.11
464;366;394;100;1.85;1.5;0.61
465;335;324;100;2.76;1.5;0.51
466;327;384;100;1.79;1.5;0.08
467;308;316;100;2.44;1.5;0.4
468;317;392;100;2.0;1.5;0.18
469;343;356;100;1.72;1.5;0.28
470;328;385;100;1.48;1.5;0.9
471;303;365;100;2.11;1.5;0.57
472;314;365;100;2.38;1.5;0.23
473;315;394;100;1.4;1.5;0.91
474;359;373;100;1.89;1.5;0.95
475;315;348;100;1.63;1.5;0.65
476;327;313;100;1.58;1.5;0.44
477;347;383;100;0.84;1.5;0.03
478;307;399;100;0.91;1.5;0.94
479;330;367;100;1.8;1.5;0.85
480;390;360;100;1.51;1.5;0.69
481;310;370;100;1.1;1.5;0.68
482;336;334;100;0.98;1.5;0.51
483;379;369;100;2.3;1.5;0.47
484;313;314;100;0.86;1.5;0.4
485;370;366;100;2.61;1.5;0.95
486;382;340;100;2.15;1.5;0.04
487;317;339;100;2.68;1.5;0.45
488;308;345;100;1.46;1.5;0.53
489;302;304;100;1.1;1.5;0.56
490;301;306;100;2.87;1.5;0.96
491;318;377;100;2.97;1.5;0.25
492;338;389;100;1.09;1.5;0.99
493;386;319;100;1.19;1.5;0.81
494;315;332;100;1.58;1.5;0.31
495;314;312;100;1.58;1.5;0.29
496;321;302;100;1.17;1.5;0.45
497;371;349;100;2.95;1.5;0.31
498;378;397;100;0.8;1.5;0.05
499;348;356;100;1.93;1.5;0.4
500;336;400;100;1.01;1.5;0.11
