requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
460;12;7;['F5', 'F6'];5
461;6;4;['F3', 'F6', 'F5', 'F2'];5
462;18;16;['F3', 'F6'];5
463;13;6;['F1', 'F5', 'F4', 'F2'];5
464;8;6;['F3', 'F4', 'F2'];5
465;15;20;['F1', 'F4', 'F2'];5
466;2;18;['F2'];5
467;5;1;['F6', 'F5', 'F4'];5
468;17;18;['F1'];5
469;1;3;['F2', 'F4'];5
470;6;7;['F5', 'F4', 'F6'];5
471;4;9;['F6', 'F3', 'F4'];5
472;8;15;['F4', 'F5', 'F1'];5
473;11;19;['F3', 'F6', 'F5'];5
474;8;10;['F3', 'F4', 'F5', 'F6'];5
475;10;6;['F2'];5
476;19;6;['F4', 'F2', 'F5', 'F1'];5
477;16;15;['F3', 'F6', 'F1'];5
478;7;4;['F3', 'F5', 'F2', 'F4'];5
479;10;13;['F6', 'F4'];5
480;4;1;['F3', 'F1'];5
481;11;12;['F3', 'F6'];5
482;4;18;['F1', 'F6'];5
483;12;13;['F5'];5
484;3;18;['F5', 'F1'];5
485;10;17;['F1', 'F4', 'F3', 'F5'];5
486;20;13;['F1', 'F6', 'F2', 'F5'];5
487;2;11;['F2', 'F5'];5
488;20;19;['F2'];5
489;18;3;['F6', 'F3', 'F1', 'F5'];5
490;13;3;['F4', 'F3', 'F6'];5
491;10;9;['F5', 'F1'];5
492;5;10;['F6', 'F4', 'F3'];5
493;3;7;['F1', 'F6', 'F2', 'F4', 'F5'];5
494;5;4;['F2', 'F1', 'F3', 'F5'];5
495;17;5;['F6'];5
496;11;5;['F1', 'F3', 'F2'];5
497;4;6;['F2', 'F4', 'F6', 'F1'];5
498;9;12;['F5', 'F6'];5
499;18;14;['F3', 'F5', 'F1', 'F2'];5
500;8;3;['F2', 'F6'];5
501;20;13;['F5', 'F4'];5
502;13;10;['F1', 'F6', 'F3'];5
503;10;17;['F2', 'F6', 'F5', 'F1'];5
504;19;1;['F2', 'F1'];5
505;10;11;['F5', 'F3', 'F4', 'F1'];5
506;8;5;['F2', 'F3', 'F4'];5
507;18;7;['F5'];5
508;1;16;['F1'];5
509;8;6;['F2', 'F5', 'F4', 'F1'];5
510;11;4;['F3', 'F5', 'F6', 'F2', 'F1', 'F4'];5
511;20;1;['F6', 'F1', 'F3', 'F5'];5
512;8;17;['F6', 'F3', 'F2', 'F1'];5
513;10;6;['F3', 'F2', 'F4'];5
514;3;18;['F6', 'F5'];5
515;8;13;['F2', 'F3', 'F4', 'F6', 'F1'];5
516;12;15;['F5', 'F2'];5
517;20;14;['F5', 'F3', 'F2'];5
518;5;11;['F6', 'F3', 'F5', 'F4'];5
519;12;9;['F2', 'F3'];5
520;4;20;['F3', 'F5', 'F6', 'F1'];5
521;7;18;['F1', 'F4'];5
522;2;17;['F4', 'F1', 'F2', 'F3'];5
523;1;10;['F4', 'F1', 'F2'];5
524;11;10;['F6', 'F4', 'F5'];5
525;17;13;['F3', 'F6'];5
526;12;9;['F4'];5
527;15;13;['F4', 'F2'];5
528;2;4;['F1'];5
529;7;11;['F2', 'F3', 'F1', 'F5'];5
530;10;11;['F5', 'F2'];5
531;12;17;['F1', 'F2', 'F3'];5
532;6;3;['F6', 'F1', 'F5'];5
533;13;8;['F1', 'F3', 'F2', 'F5'];5
534;7;15;['F3', 'F1', 'F5'];5
535;6;10;['F5', 'F6', 'F2', 'F1'];5
536;4;2;['F2', 'F1', 'F4', 'F5'];5
537;11;3;['F4', 'F2'];5
538;2;1;['F1'];5
539;7;20;['F3', 'F1', 'F2'];5
540;16;3;['F4', 'F6', 'F1'];5
541;6;12;['F3'];5
542;5;14;['F1', 'F6', 'F4'];5
543;5;14;['F2', 'F5', 'F6', 'F4'];5
544;6;4;['F2'];5
545;1;6;['F3', 'F2'];5
546;20;6;['F3', 'F5', 'F6'];5
547;5;1;['F5', 'F1', 'F4'];5
548;12;7;['F5', 'F4', 'F2', 'F6'];5
549;9;7;['F4', 'F5', 'F1', 'F2'];5
550;3;4;['F6', 'F1', 'F4'];5
551;13;3;['F1', 'F2'];5
552;2;4;['F3', 'F4', 'F1'];5
553;2;4;['F5', 'F3', 'F6'];5
554;8;10;['F2', 'F1'];5
555;6;10;['F2', 'F3', 'F1', 'F5'];5
556;9;13;['F2', 'F1', 'F4'];5
557;20;4;['F2', 'F1', 'F5'];5
558;6;13;['F6', 'F4'];5
559;11;1;['F2', 'F4', 'F5'];5
560;1;2;['F1', 'F3', 'F6'];5
561;1;10;['F2', 'F5'];5
562;20;2;['F3', 'F1', 'F4'];5
563;1;5;['F3'];5
564;12;5;['F1', 'F2', 'F5', 'F6'];5
565;1;19;['F4', 'F1', 'F5'];5
566;2;12;['F6', 'F5', 'F3'];5
567;5;19;['F3', 'F2', 'F1'];5
568;8;1;['F1', 'F2'];5
569;18;19;['F1'];5
570;7;4;['F5', 'F6', 'F1'];5
571;8;17;['F2'];5
572;12;4;['F6', 'F5', 'F3'];5
573;16;15;['F6'];5
574;8;3;['F4', 'F1', 'F3', 'F2'];5
575;3;4;['F6', 'F2', 'F1', 'F5'];5
576;7;12;['F4', 'F3'];5
577;10;1;['F4'];5
578;8;10;['F4', 'F3', 'F1', 'F6'];5
579;17;18;['F2', 'F5'];5
580;1;18;['F2', 'F1', 'F3'];5
581;14;18;['F4'];5
582;19;18;['F1'];5
583;14;16;['F6', 'F3', 'F1'];5
584;7;13;['F5', 'F6', 'F2', 'F4', 'F3'];5
585;2;6;['F6', 'F5'];5
586;4;13;['F1', 'F4', 'F5'];5
587;8;5;['F2'];5
588;20;19;['F4', 'F5', 'F2', 'F3'];5
589;15;8;['F2', 'F3', 'F4', 'F6'];5
590;17;19;['F3', 'F1'];5
591;7;10;['F6', 'F5', 'F1'];5
592;10;14;['F6', 'F5', 'F3', 'F4'];5
593;13;8;['F1'];5
594;6;4;['F3', 'F1', 'F2', 'F6', 'F4'];5
595;5;19;['F2', 'F5', 'F1'];5
596;7;9;['F6', 'F3', 'F4'];5
597;14;3;['F2', 'F3', 'F5'];5
598;2;9;['F6'];5
599;3;12;['F1', 'F4', 'F2'];5
600;16;8;['F4', 'F1', 'F5', 'F6'];5
601;1;19;['F6', 'F2', 'F3', 'F1', 'F4'];5
602;13;18;['F5', 'F6', 'F2', 'F3'];5
603;1;15;['F3'];5
604;14;19;['F3', 'F2', 'F1'];5
605;4;12;['F4', 'F5'];5
606;11;13;['F6', 'F2', 'F1'];5
607;3;6;['F3', 'F2'];5
608;14;12;['F2'];5
609;5;3;['F5', 'F6', 'F1'];5
610;2;8;['F6', 'F2', 'F5', 'F1'];5
611;14;4;['F1', 'F5', 'F4'];5
612;17;4;['F1', 'F3'];5
613;7;13;['F2', 'F3', 'F4'];5
614;1;17;['F4', 'F5', 'F1'];5
615;13;5;['F3', 'F5', 'F6'];5
616;2;11;['F5'];5
617;3;15;['F2', 'F6'];5
618;1;5;['F3', 'F2', 'F5'];5
619;2;9;['F2'];5
620;4;9;['F2', 'F4', 'F5', 'F3'];5
621;20;1;['F5', 'F3', 'F6', 'F1'];5
622;8;5;['F1', 'F6', 'F3', 'F2'];5
623;19;11;['F5', 'F4', 'F6'];5
624;16;2;['F5', 'F3', 'F1', 'F2'];5
625;16;2;['F6'];5
626;8;3;['F4', 'F5', 'F6'];5
627;2;8;['F4'];5
628;18;6;['F6', 'F2'];5
629;15;8;['F4', 'F1', 'F2', 'F5'];5
630;2;1;['F4', 'F1'];5
631;19;7;['F6', 'F1'];5
632;12;9;['F4', 'F3', 'F2'];5
633;8;16;['F1', 'F6', 'F3', 'F2'];5
634;16;20;['F5', 'F2', 'F6', 'F1'];5
635;20;12;['F6', 'F5', 'F3'];5
636;18;9;['F2', 'F6', 'F4', 'F5'];5
637;13;16;['F5', 'F6', 'F2'];5
638;12;18;['F5'];5
639;9;16;['F3'];5
640;18;17;['F2'];5
641;9;2;['F2'];5
642;18;19;['F2'];5
643;20;7;['F6', 'F1', 'F4'];5
644;15;16;['F1'];5
645;13;1;['F4', 'F6', 'F1'];5
646;10;3;['F4', 'F5', 'F6'];5
647;2;10;['F6', 'F4', 'F5', 'F2'];5
648;6;11;['F6', 'F5', 'F4'];5
649;13;19;['F6', 'F4', 'F3'];5
650;9;13;['F6', 'F2', 'F1'];5
651;13;2;['F2', 'F3', 'F1'];5
