requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
51;14;19;['F1', 'F6', 'F4', 'F3'];5
52;13;2;['F6', 'F1', 'F4'];5
53;5;4;['F4', 'F6'];5
54;16;9;['F2', 'F3', 'F1'];5
55;11;2;['F3'];5
56;4;7;['F1', 'F6', 'F5'];5
57;18;12;['F5', 'F4', 'F1'];5
58;16;19;['F6', 'F1', 'F2', 'F4'];5
59;6;20;['F1', 'F2', 'F6'];5
60;8;20;['F4', 'F5', 'F1'];5
61;17;2;['F2'];5
62;16;2;['F3'];5
63;1;16;['F3', 'F5'];5
64;17;16;['F3', 'F2', 'F5'];5
65;13;1;['F2', 'F4', 'F6', 'F1', 'F3'];5
66;4;3;['F5', 'F6'];5
67;5;14;['F2', 'F5', 'F6'];5
68;6;9;['F4', 'F2', 'F1', 'F3', 'F6', 'F5'];5
69;3;16;['F4', 'F5', 'F3'];5
70;11;9;['F1', 'F5', 'F2', 'F6'];5
71;16;18;['F1', 'F5', 'F2', 'F3', 'F4'];5
72;15;19;['F4', 'F5', 'F1', 'F2', 'F6'];5
73;17;14;['F1', 'F2', 'F4'];5
74;16;10;['F4', 'F5'];5
75;11;7;['F6', 'F5', 'F3', 'F2'];5
76;15;2;['F2', 'F4'];5
77;16;3;['F6', 'F5', 'F2', 'F3'];5
78;2;1;['F2', 'F4'];5
79;20;13;['F6', 'F5', 'F4'];5
80;15;12;['F3', 'F4', 'F1'];5
81;4;18;['F5', 'F4'];5
82;9;8;['F4', 'F3'];5
83;7;2;['F3', 'F4', 'F6', 'F2', 'F1'];5
84;18;2;['F3', 'F4', 'F1'];5
85;3;16;['F1', 'F3', 'F5'];5
86;19;16;['F1'];5
87;16;2;['F1', 'F6', 'F5'];5
88;16;17;['F5', 'F2', 'F3', 'F6'];5
89;4;14;['F5', 'F3'];5
90;14;3;['F1'];5
91;12;4;['F1', 'F5', 'F6', 'F2'];5
92;15;8;['F6', 'F5', 'F2'];5
93;16;3;['F6'];5
94;2;8;['F4', 'F6', 'F2'];5
95;13;7;['F5', 'F3'];5
96;13;4;['F1', 'F4', 'F2'];5
97;17;9;['F3', 'F1', 'F2', 'F6'];5
98;9;18;['F6', 'F4'];5
99;12;20;['F6', 'F1', 'F5'];5
100;18;10;['F3', 'F4', 'F1', 'F6', 'F2'];5
101;20;16;['F6', 'F2'];5
102;4;5;['F1', 'F4'];5
103;2;15;['F1'];5
104;16;19;['F1', 'F5', 'F6', 'F4'];5
105;2;15;['F5', 'F3', 'F2'];5
106;10;14;['F5', 'F3', 'F1'];5
107;19;15;['F1', 'F4', 'F5', 'F2'];5
108;20;1;['F2', 'F4'];5
109;14;18;['F6', 'F2', 'F3'];5
110;4;11;['F5', 'F1', 'F6', 'F4'];5
111;18;19;['F1', 'F5', 'F6'];5
112;19;9;['F5', 'F1', 'F3', 'F2', 'F4'];5
113;14;11;['F1', 'F2'];5
114;13;16;['F6', 'F3', 'F5', 'F4'];5
115;12;6;['F1', 'F4', 'F6', 'F3'];5
116;19;4;['F3', 'F1'];5
117;1;2;['F2'];5
118;19;13;['F6', 'F5', 'F3', 'F2'];5
119;16;18;['F1', 'F6', 'F2'];5
120;10;9;['F4', 'F3', 'F2'];5
121;6;8;['F2', 'F6', 'F1', 'F4'];5
122;4;9;['F2', 'F5'];5
123;1;19;['F6', 'F5'];5
124;12;11;['F5'];5
125;17;12;['F6'];5
126;17;11;['F5', 'F6'];5
127;16;3;['F4', 'F5', 'F2'];5
128;8;2;['F2', 'F3', 'F5'];5
129;4;10;['F6', 'F5'];5
130;18;10;['F3', 'F4', 'F6', 'F2'];5
131;16;2;['F2', 'F1', 'F4', 'F3'];5
132;12;2;['F3', 'F4', 'F1', 'F6'];5
133;13;11;['F1', 'F2', 'F4'];5
134;6;19;['F6'];5
135;19;7;['F4', 'F6', 'F3'];5
136;15;1;['F5', 'F2'];5
137;4;12;['F5', 'F3', 'F4'];5
138;9;15;['F2', 'F1'];5
139;19;3;['F3', 'F6', 'F1'];5
140;9;10;['F6', 'F2'];5
141;12;4;['F5', 'F1', 'F2'];5
142;14;5;['F3', 'F1', 'F5'];5
143;19;11;['F2'];5
144;20;15;['F3', 'F4', 'F5'];5
145;7;20;['F3', 'F6', 'F5', 'F1', 'F2'];5
146;15;13;['F4', 'F6', 'F2', 'F5'];5
147;9;11;['F2', 'F4', 'F1'];5
148;16;6;['F5'];5
149;18;14;['F1', 'F3', 'F2'];5
150;9;15;['F2', 'F6'];5
151;6;13;['F3', 'F4', 'F5', 'F6'];5
152;4;19;['F2'];5
153;4;19;['F4', 'F1'];5
154;16;18;['F2', 'F3', 'F4'];5
155;1;8;['F1', 'F2', 'F4'];5
156;5;19;['F6', 'F2', 'F1'];5
157;17;12;['F1', 'F6', 'F2', 'F5'];5
158;4;7;['F4', 'F6', 'F2', 'F5'];5
159;16;19;['F6', 'F2', 'F1'];5
160;2;17;['F2'];5
161;1;12;['F3'];5
162;14;4;['F6', 'F2', 'F5'];5
163;11;18;['F6', 'F4'];5
164;5;18;['F1', 'F2', 'F3', 'F4'];5
165;3;10;['F3'];5
166;1;6;['F1', 'F4', 'F6'];5
167;6;3;['F1', 'F3', 'F6', 'F5'];5
168;18;19;['F3', 'F5', 'F6', 'F2'];5
169;6;16;['F6', 'F1', 'F5'];5
170;3;7;['F6', 'F3', 'F2', 'F5', 'F4'];5
171;7;5;['F5', 'F2'];5
172;10;11;['F5', 'F6', 'F3'];5
173;20;17;['F2', 'F1', 'F3', 'F6'];5
174;4;16;['F6', 'F2'];5
175;6;20;['F2', 'F1'];5
176;6;20;['F5', 'F4', 'F6'];5
177;8;1;['F4', 'F1', 'F3'];5
178;18;10;['F4', 'F6', 'F5'];5
179;12;19;['F3', 'F1', 'F6', 'F4', 'F2'];5
180;1;16;['F6', 'F3', 'F5', 'F1'];5
181;4;11;['F5', 'F3', 'F2'];5
182;1;10;['F6', 'F3'];5
183;8;19;['F1', 'F4', 'F5'];5
184;19;13;['F1', 'F5', 'F6'];5
185;14;20;['F4', 'F6', 'F2', 'F1'];5
186;20;16;['F3', 'F1', 'F6'];5
187;8;10;['F2', 'F6'];5
188;12;1;['F3', 'F1', 'F4', 'F6'];5
189;16;8;['F5', 'F6', 'F1'];5
190;16;12;['F4'];5
191;20;16;['F6', 'F1', 'F2'];5
192;4;17;['F1', 'F6'];5
193;8;20;['F1'];5
194;10;8;['F1', 'F4'];5
195;9;8;['F2', 'F5', 'F6', 'F1'];5
196;6;7;['F1', 'F3'];5
197;19;6;['F2'];5
198;19;6;['F3', 'F2', 'F1'];5
199;4;10;['F4', 'F5', 'F3'];5
200;8;11;['F3', 'F2', 'F5'];5
