requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
58;20;16;['F5', 'F2', 'F4', 'F6', 'F1'];5
59;3;18;['F2'];5
60;17;15;['F4'];5
61;15;5;['F3', 'F6'];5
62;1;11;['F2', 'F5', 'F1', 'F4', 'F3'];5
63;9;13;['F2'];5
64;4;11;['F4', 'F2', 'F3'];5
65;17;10;['F5'];5
66;3;5;['F6'];5
67;19;5;['F4', 'F1', 'F3'];5
68;5;6;['F4', 'F3', 'F5'];5
69;10;20;['F3', 'F1', 'F2', 'F5'];5
70;12;17;['F2', 'F4'];5
71;12;15;['F1', 'F6', 'F5'];5
72;18;10;['F2', 'F5'];5
73;7;4;['F4', 'F6', 'F3', 'F5'];5
74;16;13;['F6'];5
75;2;7;['F5', 'F3', 'F6'];5
76;19;8;['F2', 'F1', 'F5', 'F4', 'F3', 'F6'];5
77;10;2;['F2', 'F5'];5
78;5;16;['F4', 'F6', 'F5', 'F3'];5
79;5;16;['F3', 'F1', 'F4'];5
80;3;4;['F6', 'F4'];5
81;10;3;['F6', 'F4', 'F5'];5
82;18;19;['F6', 'F2', 'F5'];5
83;17;6;['F1', 'F4', 'F2'];5
84;4;13;['F6', 'F3', 'F4'];5
85;9;13;['F1'];5
86;13;19;['F5', 'F3', 'F4', 'F6'];5
87;13;12;['F6', 'F4'];5
88;12;10;['F6', 'F5', 'F1', 'F3'];5
89;5;9;['F6', 'F1', 'F2'];5
90;9;17;['F6', 'F5', 'F4'];5
91;18;1;['F2'];5
92;4;9;['F3', 'F4'];5
93;4;7;['F5'];5
94;15;9;['F6', 'F1', 'F2'];5
95;15;7;['F2', 'F5'];5
96;16;19;['F5'];5
97;14;17;['F1', 'F5', 'F2'];5
98;17;9;['F5', 'F6', 'F3'];5
99;15;16;['F6', 'F1', 'F5', 'F4'];5
100;10;20;['F5', 'F4'];5
101;17;13;['F3', 'F2', 'F5'];5
102;18;9;['F5', 'F3', 'F6'];5
103;18;14;['F3', 'F2'];5
104;19;3;['F1', 'F4', 'F3', 'F2'];5
105;14;18;['F4', 'F3', 'F1'];5
106;19;10;['F1'];5
107;7;13;['F1', 'F6', 'F3'];5
108;1;8;['F3', 'F4', 'F5'];5
109;2;3;['F6', 'F3', 'F2', 'F1'];5
110;1;15;['F6', 'F1'];5
111;11;4;['F6', 'F3', 'F5'];5
112;9;20;['F2', 'F6', 'F3', 'F4'];5
113;1;5;['F3', 'F4'];5
114;14;20;['F3'];5
115;7;5;['F1', 'F4'];5
116;7;6;['F4', 'F5'];5
117;10;12;['F3', 'F1', 'F6'];5
118;18;20;['F1', 'F4', 'F3'];5
119;8;19;['F6', 'F4', 'F5'];5
120;6;1;['F4', 'F6', 'F1', 'F5'];5
121;18;14;['F1', 'F5', 'F4'];5
122;18;8;['F2'];5
123;13;7;['F5', 'F4', 'F6'];5
124;17;11;['F2', 'F4'];5
125;14;10;['F2', 'F6'];5
126;13;9;['F5', 'F1'];5
127;16;17;['F1', 'F5'];5
128;3;18;['F3', 'F4'];5
129;19;16;['F3', 'F4'];5
130;15;19;['F4', 'F2'];5
131;16;18;['F4', 'F2'];5
132;1;3;['F5', 'F1', 'F3'];5
133;7;13;['F4', 'F2', 'F3'];5
134;11;3;['F4', 'F5', 'F2', 'F1'];5
135;7;15;['F1', 'F5', 'F3'];5
136;1;7;['F4', 'F3', 'F5', 'F6', 'F1'];5
137;13;9;['F6', 'F4', 'F1', 'F2'];5
138;10;12;['F4', 'F3'];5
139;6;14;['F3', 'F5', 'F1'];5
140;6;2;['F6', 'F2', 'F5'];5
141;6;7;['F1', 'F2', 'F6'];5
142;7;5;['F3'];5
143;18;12;['F2', 'F5', 'F3', 'F6'];5
144;13;2;['F5', 'F2'];5
145;19;16;['F3', 'F2', 'F4'];5
146;16;6;['F6', 'F3', 'F2'];5
147;15;1;['F5', 'F1', 'F3', 'F6'];5
148;1;6;['F2', 'F1', 'F5'];5
149;1;6;['F2', 'F1', 'F3', 'F5'];5
150;8;15;['F2', 'F6', 'F3'];5
151;9;15;['F3'];5
152;7;14;['F2'];5
153;18;10;['F6', 'F1', 'F3'];5
154;16;4;['F4'];5
155;4;17;['F1', 'F6'];5
156;12;17;['F3', 'F6', 'F2', 'F1'];5
157;10;14;['F3', 'F4', 'F5', 'F2'];5
158;7;2;['F6'];5
159;3;1;['F1', 'F4'];5
160;1;12;['F6', 'F5'];5
161;10;2;['F4', 'F5'];5
162;10;8;['F5'];5
163;2;16;['F6'];5
164;5;12;['F6', 'F3', 'F5'];5
165;18;17;['F3', 'F6', 'F2'];5
166;7;20;['F3', 'F2', 'F4'];5
167;18;13;['F3', 'F6', 'F4'];5
168;6;14;['F1', 'F4'];5
169;20;13;['F6', 'F2'];5
170;11;3;['F1', 'F4'];5
171;3;4;['F2', 'F4'];5
172;18;7;['F1', 'F5', 'F6', 'F4'];5
173;9;17;['F3', 'F4', 'F1', 'F5', 'F2'];5
174;10;8;['F5', 'F1', 'F2', 'F6'];5
175;12;15;['F4', 'F2', 'F3', 'F6'];5
176;20;18;['F2', 'F1', 'F6'];5
177;17;20;['F2'];5
178;5;18;['F4', 'F6', 'F3', 'F5'];5
179;10;14;['F4'];5
180;2;8;['F5', 'F2'];5
181;7;18;['F4'];5
182;8;6;['F1', 'F6', 'F5'];5
183;7;16;['F6', 'F5', 'F2'];5
184;1;18;['F5', 'F2', 'F1', 'F4'];5
185;15;9;['F4'];5
186;11;15;['F6', 'F2', 'F1'];5
187;18;10;['F1'];5
188;9;1;['F5', 'F2', 'F1'];5
189;5;18;['F6', 'F1', 'F2'];5
190;5;10;['F5', 'F1', 'F4'];5
191;17;8;['F1', 'F4', 'F2', 'F3'];5
192;5;1;['F4'];5
193;3;11;['F1', 'F6', 'F3'];5
194;19;16;['F2', 'F3'];5
195;19;15;['F1', 'F2', 'F6'];5
196;12;4;['F2', 'F6', 'F1'];5
197;15;3;['F4', 'F1'];5
198;13;19;['F4', 'F3'];5
199;5;19;['F2', 'F6', 'F5'];5
200;18;20;['F5', 'F1', 'F4'];5
201;2;19;['F6', 'F1', 'F2', 'F3'];5
202;16;6;['F6'];5
203;7;8;['F3', 'F5', 'F2'];5
204;19;18;['F1', 'F4', 'F6'];5
205;14;18;['F1', 'F6', 'F5', 'F3'];5
206;9;3;['F2', 'F1', 'F5', 'F3', 'F4'];5
207;9;6;['F1', 'F6', 'F3', 'F2'];5
208;8;17;['F3'];5
209;17;7;['F2', 'F6'];5
210;2;17;['F6', 'F2'];5
211;19;11;['F4', 'F1'];5
212;6;11;['F4'];5
213;4;10;['F4', 'F6'];5
214;18;13;['F2'];5
215;20;14;['F2', 'F6', 'F4', 'F5', 'F3'];5
216;4;13;['F3', 'F5'];5
217;20;13;['F5', 'F3', 'F4', 'F2'];5
218;17;20;['F2'];5
219;14;3;['F6', 'F1'];5
220;13;5;['F5', 'F1', 'F6'];5
221;16;18;['F6', 'F1'];5
222;20;4;['F6', 'F4', 'F1'];5
223;20;11;['F4', 'F1', 'F3', 'F2'];5
224;20;1;['F4', 'F5', 'F3', 'F1', 'F6'];5
225;8;17;['F1', 'F6'];5
226;11;5;['F5', 'F6', 'F2'];5
227;1;11;['F3', 'F6', 'F2', 'F5'];5
228;4;13;['F3', 'F5'];5
229;20;14;['F1', 'F2', 'F5'];5
230;9;14;['F1', 'F5', 'F6'];5
231;19;10;['F6'];5
232;7;16;['F3'];5
233;5;15;['F1', 'F6', 'F3'];5
234;15;8;['F4', 'F6', 'F3', 'F1'];5
235;1;11;['F2', 'F5', 'F6'];5
236;8;19;['F4', 'F1', 'F3', 'F6'];5
237;19;9;['F4', 'F6', 'F1'];5
238;4;11;['F3', 'F6', 'F1', 'F4'];5
239;13;15;['F1', 'F4', 'F3', 'F5'];5
240;5;1;['F1'];5
241;4;9;['F3', 'F2'];5
242;9;12;['F2'];5
243;18;2;['F5', 'F4', 'F6'];5
244;12;9;['F5'];5
245;19;7;['F4', 'F6'];5
246;20;1;['F5', 'F1', 'F2'];5
247;13;5;['F1', 'F3'];5
248;15;9;['F6', 'F3', 'F4', 'F5'];5
249;5;1;['F6', 'F3'];5
250;1;19;['F6', 'F4'];5
251;12;9;['F5', 'F1', 'F6', 'F3'];5
252;20;14;['F1', 'F3'];5
253;15;4;['F3', 'F2'];5
254;8;12;['F2', 'F5'];5
255;17;15;['F6', 'F5', 'F2', 'F4'];5
256;7;1;['F4', 'F3', 'F2'];5
257;5;18;['F1'];5
258;4;9;['F3', 'F6'];5
259;17;5;['F4', 'F2', 'F5', 'F1'];5
260;11;8;['F3', 'F2', 'F4', 'F1'];5
261;20;14;['F2', 'F6', 'F3'];5
262;18;7;['F2', 'F5'];5
263;5;8;['F5', 'F1'];5
264;13;18;['F1'];5
265;20;6;['F3', 'F5', 'F6'];5
266;20;5;['F5', 'F2'];5
267;15;11;['F5', 'F1', 'F4', 'F2'];5
268;4;7;['F2', 'F4'];5
269;16;9;['F6'];5
270;14;9;['F4', 'F5'];5
271;18;5;['F1', 'F6', 'F3', 'F5'];5
272;12;19;['F5', 'F6'];5
273;20;10;['F2', 'F5'];5
274;17;19;['F1'];5
275;14;7;['F6'];5
276;8;6;['F1'];5
277;1;7;['F1', 'F2'];5
278;12;7;['F3'];5
279;18;11;['F2', 'F6', 'F4', 'F5'];5
280;12;16;['F4', 'F3', 'F5'];5
281;17;15;['F3', 'F2'];5
282;1;16;['F5', 'F3', 'F4'];5
283;3;18;['F1', 'F4', 'F2', 'F5'];5
284;8;20;['F6'];5
285;10;14;['F1', 'F2'];5
286;10;14;['F4', 'F5', 'F2'];5
287;15;13;['F5', 'F3'];5
288;13;14;['F3', 'F4'];5
289;2;7;['F4', 'F6', 'F1', 'F5', 'F3'];5
290;1;3;['F4'];5
291;4;1;['F3', 'F1'];5
292;11;16;['F6'];5
293;10;7;['F3', 'F4', 'F2', 'F6'];5
294;16;3;['F5', 'F2'];5
295;8;19;['F6', 'F3', 'F4'];5
296;8;11;['F6', 'F1'];5
297;2;15;['F4', 'F6'];5
298;9;3;['F1', 'F6', 'F3'];5
299;11;10;['F1', 'F6', 'F2', 'F4'];5
300;11;12;['F1', 'F4'];5
