Link ID;Source;Destination;Bandwidth;EdgeDelay;EdgeCost;failure probability
129;63;153;100;1.7;1.5;0.4
130;55;197;100;1.11;1.5;0.42
131;98;177;100;2.94;1.5;0.31
132;8;195;100;2.37;1.5;0.38
133;53;172;100;1.24;1.5;0.47
134;46;188;100;0.79;1.5;0.87
135;136;188;100;0.77;1.5;0.15
136;102;165;100;2.7;1.5;0.32
137;94;161;100;2.85;1.5;0.49
138;103;194;100;0.79;1.5;0.28
139;150;199;100;1.74;1.5;0.58
140;13;166;100;2.35;1.5;0.14
141;90;175;100;1.2;1.5;0.09
142;30;197;100;1.28;1.5;0.55
143;137;189;100;2.89;1.5;0.17
144;109;182;100;1.81;1.5;0.16
145;5;170;100;1.1;1.5;0.2
146;121;165;100;2.69;1.5;0.33
147;114;159;100;2.33;1.5;0.09
148;115;158;100;2.95;1.5;0.7
149;34;172;100;1.23;1.5;0.17
150;31;182;100;2.92;1.5;0.81
151;168;178;100;1.7;1.5;0.66
152;155;190;100;2.99;1.5;0.74
153;187;158;100;1.5;1.5;0.1
154;189;164;100;1.84;1.5;0.36
155;165;182;100;1.21;1.5;0.27
156;186;189;100;2.29;1.5;0.03
157;156;197;100;2.32;1.5;0.92
158;197;198;100;2.21;1.5;0.79
159;174;178;100;1.93;1.5;0.7
160;172;187;100;1.45;1.5;0.47
161;193;157;100;2.86;1.5;0.72
162;182;191;100;1.05;1.5;0.11
163;165;184;100;1.15;1.5;0.18
164;191;157;100;0.89;1.5;0.5
165;174;171;100;1.71;1.5;0.32
166;197;200;100;2.05;1.5;0.11
167;172;189;100;2.14;1.5;0.8
168;175;188;100;2.9;1.5;0.44
169;179;167;100;0.93;1.5;0.98
170;192;161;100;2.1;1.5;0.59
171;183;158;100;1.31;1.5;0.35
172;162;199;100;2.45;1.5;0.13
173;186;193;100;2.23;1.5;0.82
174;160;162;100;1.33;1.5;0.1
175;159;194;100;1.32;1.5;0.63
176;173;156;100;2.42;1.5;0.67
177;164;153;100;0.84;1.5;0.31
178;153;196;100;0.92;1.5;0.05
179;184;159;100;1.03;1.5;0.07
180;169;170;100;1.65;1.5;0.42
181;192;172;100;0.79;1.5;0.76
182;151;198;100;2.85;1.5;0.75
183;200;194;100;1.11;1.5;0.51
184;184;195;100;2.05;1.5;0.52
185;162;158;100;1.26;1.5;0.47
186;181;171;100;0.95;1.5;0.17
187;180;200;100;1.26;1.5;0.43
188;152;165;100;2.53;1.5;0.18
189;195;200;100;2.43;1.5;0.35
190;176;196;100;1.02;1.5;0.37
191;160;157;100;1.02;1.5;0.8
192;167;193;100;1.84;1.5;0.76
193;166;173;100;1.86;1.5;0.06
194;161;177;100;2.74;1.5;0.81
195;190;167;100;1.85;1.5;0.89
196;159;198;100;2.67;1.5;0.19
197;188;179;100;0.78;1.5;0.21
198;199;179;100;1.5;1.5;0.07
199;170;152;100;2.39;1.5;0.2
200;175;151;100;1.97;1.5;0.58
201;153;166;100;2.16;1.5;0.73
202;183;194;100;2.95;1.5;0.09
203;168;175;100;1.35;1.5;0.84
204;185;191;100;1.61;1.5;0.72
205;151;168;100;1.55;1.5;0.73
206;188;199;100;2.52;1.5;0.14
207;178;170;100;1.74;1.5;0.27
208;190;162;100;1.12;1.5;0.72
209;181;168;100;1.95;1.5;0.96
210;155;180;100;1.5;1.5;0.72
211;182;176;100;0.93;1.5;0.79
212;171;185;100;2.91;1.5;0.19
213;160;182;100;1.99;1.5;0.49
214;155;173;100;1.24;1.5;0.27
215;197;160;100;2.37;1.5;0.14
216;183;161;100;1.59;1.5;0.06
217;184;169;100;2.75;1.5;0.5
218;178;183;100;1.22;1.5;0.45
219;190;157;100;1.69;1.5;0.59
220;170;188;100;2.6;1.5;0.6
221;180;156;100;2.77;1.5;0.08
222;154;155;100;2.64;1.5;0.5
223;175;196;100;1.33;1.5;0.75
224;187;161;100;0.79;1.5;0.6
225;177;193;100;2.89;1.5;0.61
226;195;174;100;2.51;1.5;0.57
227;194;154;100;1.63;1.5;0.54
228;164;177;100;2.66;1.5;0.77
229;172;169;100;1.28;1.5;0.14
230;185;163;100;1.23;1.5;0.37
231;180;158;100;1.01;1.5;0.49
232;163;169;100;2.08;1.5;0.54
233;151;167;100;2.55;1.5;0.67
234;177;186;100;2.35;1.5;0.57
235;159;165;100;1.44;1.5;0.72
236;176;181;100;1.04;1.5;0.15
237;164;179;100;1.04;1.5;0.79
238;181;195;100;2.65;1.5;0.27
239;154;196;100;0.9;1.5;0.58
240;153;176;100;2.23;1.5;0.79
241;199;173;100;2.55;1.5;0.74
242;152;189;100;2.27;1.5;0.08
243;163;171;100;0.92;1.5;0.39
244;187;156;100;1.21;1.5;0.84
245;186;166;100;2.75;1.5;0.55
246;152;198;100;1.55;1.5;0.36
247;163;192;100;2.02;1.5;0.12
248;166;154;100;1.63;1.5;0.74
249;192;191;100;2.2;1.5;0.35
250;174;185;100;1.76;1.5;0.22
