requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
125;39;42;['F3', 'F1'];5
126;10;12;['F3', 'F4', 'F1', 'F5'];5
127;22;4;['F2'];5
128;30;7;['F1', 'F4'];5
129;35;13;['F4'];5
130;31;13;['F6', 'F3'];5
131;1;3;['F5', 'F2', 'F4'];5
132;15;13;['F6', 'F2', 'F5'];5
133;37;7;['F2'];5
134;10;12;['F4', 'F2'];5
135;14;18;['F3'];5
136;37;12;['F3', 'F4', 'F1', 'F2', 'F6'];5
137;42;16;['F2', 'F6', 'F5', 'F1', 'F3'];5
138;4;24;['F6'];5
139;28;2;['F4', 'F5'];5
140;36;20;['F3', 'F4', 'F6', 'F1'];5
141;30;15;['F6', 'F2', 'F1'];5
142;39;6;['F6', 'F1', 'F3', 'F5'];5
143;32;17;['F6', 'F4', 'F3'];5
144;40;39;['F4', 'F1', 'F2', 'F6', 'F3'];5
145;6;20;['F6', 'F1', 'F3', 'F5'];5
146;16;12;['F6', 'F5', 'F3'];5
147;21;37;['F2', 'F6', 'F4', 'F5', 'F1'];5
148;42;41;['F1', 'F6', 'F5'];5
149;31;18;['F5', 'F4', 'F2', 'F1'];5
150;2;13;['F5', 'F4', 'F2'];5
