requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
106;4;35;['F5', 'F6', 'F4', 'F1'];5
107;33;3;['F4', 'F2', 'F6'];5
108;30;3;['F1', 'F3', 'F4', 'F6', 'F5'];5
109;40;32;['F3', 'F5', 'F2'];5
110;39;7;['F6'];5
111;24;41;['F5', 'F6', 'F3'];5
112;29;38;['F2'];5
113;41;37;['F6', 'F5', 'F2'];5
114;22;35;['F4', 'F6'];5
115;10;24;['F3', 'F5', 'F2', 'F6', 'F1'];5
116;6;37;['F4'];5
117;37;41;['F1', 'F5'];5
118;13;23;['F3', 'F5', 'F1'];5
119;5;29;['F2', 'F5', 'F4', 'F1'];5
120;42;26;['F4', 'F6'];5
121;4;9;['F2', 'F6', 'F5'];5
122;15;38;['F5'];5
123;23;20;['F4', 'F3'];5
124;1;29;['F5', 'F6'];5
125;1;10;['F3', 'F1', 'F6'];5
126;30;24;['F4', 'F3', 'F1', 'F5'];5
127;15;13;['F4', 'F1'];5
128;41;33;['F5', 'F2', 'F3'];5
129;30;7;['F4', 'F6', 'F1', 'F3', 'F5', 'F2'];5
130;22;21;['F3', 'F5', 'F4'];5
131;34;8;['F6', 'F2'];5
132;32;3;['F3', 'F5'];5
133;8;2;['F6'];5
134;13;10;['F5', 'F6', 'F1'];5
135;13;22;['F5', 'F3'];5
136;26;7;['F1'];5
137;5;1;['F4'];5
138;26;8;['F6', 'F1', 'F2'];5
139;10;31;['F6', 'F1', 'F4'];5
140;6;36;['F6', 'F2'];5
141;41;29;['F4', 'F5', 'F6', 'F3'];5
142;11;4;['F5', 'F3'];5
143;8;26;['F3'];5
144;38;39;['F1', 'F5', 'F4'];5
145;23;17;['F2', 'F5', 'F3'];5
146;42;24;['F2', 'F4', 'F3'];5
147;31;11;['F6', 'F3', 'F5', 'F4'];5
148;41;2;['F4', 'F2', 'F5'];5
149;23;25;['F6', 'F5', 'F4', 'F2', 'F3'];5
150;10;32;['F1', 'F5', 'F3'];5
